Unnamed: 0,Date,Home,Away,Unique_Devices,Starts,Live_Unique_Devices,Live_Starts,VOD_Unique_Devices,VOD_Starts,Life_Play_Time,Season,Attendance,Capacity,Total Full Season Equivalent Non Suite Tickets,Group Non Suite Tickets,Single Game Total Non Suite Tickets,Total Non Suite Tickets,dma_home,dma_away,National_Gm_Num,Network,Start_Time,End_Time,Duration_Mins,National_Rating,Average_Viewers_000,Average_Households_000,GM,DAY,ET,LOCAL,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR.1,HH RTG.1,HH SHR.1,HH IMP.1,P2+ IMP.1,NAT TV,CN TV,Num_Secondary_Transactions,Avg_Markup_Over_Full_STM_Price
,2015-11-09,LAC,MEM,,,,,,,,2015-16,19060.0,19060.0,12735.0,1769.0,873.0,15377.0,5.48,0.63,,,,,,,,,105,Mon,10:30 PM,7:30 PM,FSSE-MEM,180.0,2.283333333,4.333333333,14.58333333,,FSNP,180.0,2,3,108,142,,,411.0,-35.3%
,2015-11-09,PHI,CHI,,,,,,,,2015-16,13879.0,20328.0,7899.0,1058.0,577.0,9534.0,2.94,3.46,23.0,NBA TV,0.793055556,0.895833333,148.0,0.38,256.0,204.0,100,Mon,7:00 PM,7:00 PM,CSN-C,150.0,2.4,4.0,82.0,129.0,CSN-P,135.0,1,2,31,38,NBA TV,,8.0,-8.3%
,2015-11-09,SAC,SAS,,,,,,,,2015-16,17317.0,17317.0,10066.0,1949.0,994.0,13009.0,1.38,0.94,,,,,,,,,103,Mon,10:00 PM,7:00 PM,FSSW-SA,135.0,7.4,13.0,67.0,,CSN-S,135.0,1.4,2,19,26,,,123.0,-25.5%
,2015-11-08,CLE,IND,,,,,,,,2015-16,20562.0,20562.0,14626.0,1840.0,2112.0,18578.0,1.5,1.09,,,,,,,,,94,Sun,3:30 PM,3:30 PM,FSI,165.0,1.1,2.0,11.0,,FSO,150.0,8.4,15,125,183,,,7.0,87.8%
,2015-11-08,MIA,TOR,,,,,,,,2015-16,19600.0,19600.0,13834.0,3074.0,1212.0,18120.0,1.7,2.86,,,,,,,,,96,Sun,6:00 PM,6:00 PM,,,,,,,FS-SUN,150.0,5,8,82,129,,,,
,2015-11-08,NYK,LAL,,,,,,,,2015-16,19812.0,19812.0,15492.0,1131.0,1510.0,18133.0,7.35,5.48,,,,,,,,,95,Sun,3:30 PM,3:30 PM,TWC SN/TWC D,150.0,1.8,5.0,101.0,141.0,MSG,150.0,1.2,2,91,131,,,1123.0,69.9%
,2015-11-08,OKC,PHX,,,,,,,,2015-16,18203.0,18203.0,14673.0,1676.0,690.0,17039.0,0.72,1.89,,,,,,,,,97,Sun,7:00 PM,6:00 PM,FSA,150.0,1.6,3.0,29.0,47.0,FSOK,165.0,7.209090909,10.81818182,50.54545455,,,,312.0,16.8%
,2015-11-08,POR,DET,,,,,,,,2015-16,19393.0,19393.0,12111.0,2518.0,1926.0,16555.0,1.14,1.85,,,,,,,,,98,Sun,9:00 PM,6:00 PM,FSD,150.0,1.6,2.0,28.0,33.0,CSN-POR,150.0,3.8,6,44,66,,,319.0,-8.7%
,2015-11-07,ATL,WAS,,,,,,,,2015-16,18047.0,18047.0,8082.0,3328.0,2789.0,14199.0,2.41,2.48,,,,,,,,,86,Sat,7:30 PM,7:30 PM,CSN-W,135.0,0.7,1.0,16.0,20.0,FSSE-ATL,150.0,0.8,1,19,22,,,426.0,-0.8%
,2015-11-07,CHI,MIN,,,,,,,,2015-16,21988.0,20917.0,15573.0,968.0,1852.0,18393.0,3.46,1.74,,,,,,,,,85,Sat,6:00 PM,5:00 PM,FSNN-MIN+,165.0,1.4,3.0,24.0,28.0,WGN,165.0,4.2,9,148,222,,,410.0,14.4%
,2015-11-07,DAL,NOP,,,,,,,,2015-16,20454.0,19200.0,12837.0,1977.0,2349.0,17163.0,2.71,0.64,,,,,,,,,88,Sat,8:30 PM,7:30 PM,FSNO,135.0,0.477777778,1.0,3.0,,FSSW-DAL,150.0,0.7,1,18,20,,,343.0,9.6%
,2015-11-07,LAC,HOU,,,,,,,,2015-16,19361.0,19060.0,13551.0,1399.0,1238.0,16188.0,5.48,2.45,,,,,,,,,93,Sat,10:30 PM,7:30 PM,ROOT-SW,165.0,1.7,3.0,39.0,61.0,FSNP,165.0,1.7,3,92,110,,,666.0,47.9%
,2015-11-07,MIL,BRK,,,,,,,,2015-16,15228.0,18717.0,6328.0,2385.0,2018.0,10731.0,0.9,7.35,,,,,,,,,89,Sat,8:30 PM,7:30 PM,YES,135.0,0.2,0.0,12.0,13.0,FSNWI,135.0,1.5,3,14,,,,24.0,-94.0%
,2015-11-07,PHI,ORL,,,,,,,,2015-16,15207.0,20328.0,7282.0,2167.0,1294.0,10743.0,2.94,1.52,,,,,,,,,87,Sat,7:00 PM,7:00 PM,FSFL,165.0,1,2.0,14.0,24.0,CSN-P,150.0,1.3,2,37,44,,,2.0,-29.9%
,2015-11-07,SAC,GSW,,,,,,,,2015-16,17317.0,17317.0,9756.0,3012.0,2412.0,15180.0,1.38,2.49,,,,,,,,,92,Sat,10:00 PM,7:00 PM,CSN-BA,135.0,5.7,11.0,141.0,213.0,CSN-S,135.0,2.6,5,36,56,,,425.0,52.6%
,2015-11-07,SAS,CHA,,,,,,,,2015-16,18418.0,18418.0,13604.0,2173.0,1024.0,16801.0,0.94,1.19,,,,,,,,,90,Sat,8:30 PM,7:30 PM,FSSE-CHA,150.0,0.53,1.0,6.1,7.0,FSSW-SA,150.0,8.6,15,78,,,,38.0,7.2%
,2015-11-07,UTA,MEM,,,,,,,,2015-16,19456.0,19911.0,9448.0,2977.0,1887.0,14312.0,0.92,0.63,22.0,NBA TV,0.875,0.977083333,147.0,0.18,135.0,96.0,91,Sat,9:00 PM,7:00 PM,FSSE-MEM,150.0,0.91,1.5555555559999998,5.9,,ROOT-RM,150.0,1.97,4,17.5,,NBA TV,,1.0,25.2%
,2015-11-06,BOS,WAS,,,,,,,,2015-16,18624.0,18624.0,10507.0,1683.0,2798.0,14988.0,2.42,2.48,,,,,,,,,76,Fri,7:30 PM,7:30 PM,CSN-W,150.0,1.2,2.0,30.0,39.0,CSN-NE,150.0,2.3,4,56,72,,,546.0,-21.5%
,2015-11-06,BRK,LAL,,,,,,,,2015-16,17732.0,17732.0,9715.0,1642.0,2868.0,14225.0,7.35,5.48,,,,,,,,,77,Fri,7:30 PM,7:30 PM,TWC SN/TWC D,150.0,2.5,5.0,139.0,185.0,YES,165.0,0.5,1,38,47,,,,
,2015-11-06,CLE,PHI,,,,,,,,2015-16,20562.0,20562.0,14627.0,1986.0,1993.0,18606.0,1.5,2.94,,,,,,,,,78,Fri,7:30 PM,7:30 PM,CSN-P,135.0,1.5,3.0,45.0,59.0,FSO,150.0,10.5,17,157,236,,,18.0,14.5%
,2015-11-06,GSW,DEN,,,,,,,,2015-16,19596.0,19596.0,15296.0,1820.0,448.0,17564.0,2.49,1.63,,,,,,,,,83,Fri,10:30 PM,7:30 PM,ASE,150.0,0.7,1.0,11.0,13.0,CSN-BA,150.0,6.2,12,155,246,,,2105.0,-14.3%
,2015-11-06,IND,MIA,,,,,,,,2015-16,16914.0,18165.0,8852.0,3296.0,1350.0,13498.0,1.09,1.7,20.0,ESPN,0.836805556,0.943055556,153.0,1.2,1423.0,1125.0,80,Fri,8:00 PM,8:00 PM,FS-SUN,165.0,3.3,6.0,55.0,82.0,FSI,165.0,2,4,22,,ESPN,,137.0,24.6%
,2015-11-06,NOP,ATL,,,,,,,,2015-16,16983.0,16867.0,11346.0,2617.0,1002.0,14965.0,0.64,2.41,,,,,,,,,81,Fri,8:00 PM,7:00 PM,FSSE-ATL,150.0,1.6,3.0,38.0,49.0,FSNO,150.0,0.52,1,3.3,,,,100.0,10.7%
,2015-11-06,NYK,MIL,,,,,,,,2015-16,19812.0,19812.0,15369.0,321.0,2415.0,18105.0,7.35,0.9,,,,,,,,,79,Fri,7:30 PM,7:30 PM,FSNWI,165.0,2.9,5.0,25.0,,MSG,165.0,1.5,3,113,165,,,673.0,-9.6%
,2015-11-06,ORL,TOR,,,,,,,,2015-16,16578.0,18846.0,7532.0,2136.0,2042.0,11710.0,1.52,2.86,,,,,,,,,75,Fri,7:00 PM,7:00 PM,,,,,,,FSFL,150.0,1.2,2,18,24,,,235.0,-16.8%
,2015-11-06,PHX,DET,,,,,,,,2015-16,16676.0,18055.0,7418.0,4095.0,1680.0,13193.0,1.89,1.85,,,,,,,,,82,Fri,9:30 PM,7:30 PM,FSD,120.0,3,5.0,54.0,93.0,FSA,150.0,2,3,37,64,,,165.0,-27.7%
,2015-11-06,SAC,HOU,,,,,,,,2015-16,16983.0,17317.0,10090.0,3126.0,1216.0,14432.0,1.38,2.45,21.0,ESPN,0.943055556,0.051388889,156.0,1.2,1341.0,1081.0,84,Fri,10:30 PM,7:30 PM,ROOT-SW,165.0,1.4,3.0,34.0,47.0,CSN-S,150.0,1.2,2,16,21,ESPN,,162.0,-32.4%
,2015-11-05,CHI,OKC,,,,,,,,2015-16,21861.0,20917.0,15494.0,1186.0,1619.0,18299.0,3.46,0.72,18.0,TNT,0.843055556,0.940972222,141.0,1.3,1630.0,1241.0,70,Thu,8:00 PM,7:00 PM,,,,,,,,,,,,,TNT,,404.0,27.8%
,2015-11-05,DAL,CHA,,,,,,,,2015-16,19635.0,19200.0,12356.0,1843.0,1053.0,15252.0,2.71,1.19,,,,,,,,,72,Thu,8:30 PM,7:30 PM,FSSE-CHA,150.0,1.01,1.6,11.8,11.6,FSSW-DAL,150.0,1.1,2,29,36,,,140.0,-20.1%
,2015-11-05,DEN,UTA,,,,,,,,2015-16,9906.0,19155.0,4660.0,1195.0,553.0,6408.0,1.63,0.92,,,,,,,,,73,Thu,9:00 PM,7:00 PM,ROOT-RM,150.0,4.32,8.7,38.2,,ASE,150.0,1.1,2,17,29,,,11.0,-0.1%
,2015-11-05,MIN,MIA,,,,,,,,2015-16,11794.0,19356.0,6464.0,1316.0,1031.0,8811.0,1.74,1.7,,,,,,,,,71,Thu,8:00 PM,7:00 PM,FS-SUN,150.0,4.5,7.0,75.0,104.0,FSNN-MIN+,150.0,1.3,2,23,29,,,16.0,57.8%
,2015-11-05,POR,MEM,,,,,,,,2015-16,19393.0,19393.0,12084.0,1733.0,1234.0,15051.0,1.14,0.63,19.0,TNT,0.940972222,0.049305556,156.0,1.0,1149.0,920.0,74,Thu,10:30 PM,7:30 PM,,,,,,,,,,,,,TNT,,197.0,-13.4%
,2015-11-04,ATL,BRK,,,,,,,,2015-16,14044.0,18047.0,7911.0,1899.0,1504.0,11314.0,2.41,7.35,,,,,,,,,62,Wed,8:00 PM,8:00 PM,YES,135.0,0.1,0.0,7.0,8.0,FSSE-ATL,135.0,1.8,3,42,57,,,164.0,-47.6%
,2015-11-04,CLE,NYK,,,,,,,,2015-16,20562.0,20562.0,14662.0,1562.0,2235.0,18459.0,1.5,7.35,16.0,ESPN,0.836805556,0.940277778,149.0,1.9,2296.0,1719.0,63,Wed,8:00 PM,8:00 PM,MSG,150.0,1.8,3.0,132.0,124.0,FSO,150.0,9.2,14,137,199,ESPN,,10.0,5.8%
,2015-11-04,GSW,LAC,,,,,,,,2015-16,19596.0,19596.0,15780.0,1577.0,924.0,18281.0,2.49,5.48,17.0,ESPN,0.940277778,0.058333333,170.0,2.3,2850.0,2155.0,69,Wed,10:30 PM,7:30 PM,FSNP,195.0,1.7,3.0,93.0,127.0,CSN-BA,180.0,6.8,12,170,254,ESPN,,2546.0,69.6%
,2015-11-04,HOU,ORL,,,,,,,,2015-16,16735.0,18055.0,12549.0,782.0,882.0,14213.0,2.45,1.52,,,,,,,,,64,Wed,8:00 PM,7:00 PM,FSFL,180.0,1.4,2.0,21.0,28.0,ROOT-SW,180.0,2.2,4,52,67,,,30.0,-23.2%
,2015-11-04,IND,BOS,,,,,,,,2015-16,14022.0,18165.0,7941.0,2148.0,955.0,11044.0,1.09,2.42,,,,,,,,,60,Wed,7:00 PM,7:00 PM,CSN-NE,150.0,2.6,4.0,63.0,75.0,FSI,150.0,3.7,6,40,,,,74.0,-41.7%
,2015-11-04,MIL,PHI,,,,,,,,2015-16,12437.0,18717.0,5843.0,656.0,634.0,7133.0,0.9,2.94,,,,,,,,,65,Wed,8:00 PM,7:00 PM,CSN-P,150.0,1.9,3.0,55.0,71.0,FSNWI,150.0,3.1,5,27,,,,15.0,-96.5%
,2015-11-04,OKC,TOR,,,,,,,,2015-16,18203.0,18203.0,14639.0,1529.0,602.0,16770.0,0.72,2.86,,,,,,,,,66,Wed,8:00 PM,7:00 PM,,,,,,,FSOK,150.0,10,14.6,70.3,,,,204.0,-4.0%
,2015-11-04,PHX,SAC,,,,,,,,2015-16,16497.0,18055.0,7333.0,4231.0,1047.0,12611.0,1.89,1.38,,,,,,,,,67,Wed,9:00 PM,7:00 PM,CSN-S,180.0,0.6,1.0,8.0,10.0,FSA,135.0,1.9,3,35,47,,,95.0,-44.7%
,2015-11-04,UTA,POR,,,,,,,,2015-16,19911.0,19911.0,9497.0,1357.0,2317.0,13171.0,0.92,1.14,,,,,,,,,68,Wed,9:00 PM,7:00 PM,KGW,165.0,7.9,13.0,89.0,129.0,ROOT-RM,150.0,4.94,9.3,43.8,,,,,
,2015-11-04,WAS,SAS,,,,,,,,2015-16,17721.0,20356.0,10775.0,1430.0,2108.0,14313.0,2.48,0.94,,,,,,,,,61,Wed,7:00 PM,7:00 PM,FSSW-SA,150.0,8,13.0,73.0,,CSN-W,150.0,1.4,2,33,43,,,302.0,27.1%
,2015-11-03,CHA,CHI,,,,,,,,2015-16,15136.0,19077.0,8933.0,227.0,1057.0,10217.0,1.19,3.46,,,,,,,,,53,Tue,7:00 PM,7:00 PM,CSN-C,135.0,3.1,5.0,108.0,183.0,FSSE-CHA,150.0,1.16,1.8,13.6,23,,,64.0,32.0%
,2015-11-03,DAL,TOR,,,,,,,,2015-16,20034.0,19200.0,12302.0,2024.0,2098.0,16424.0,2.71,2.86,,,,,,,,,57,Tue,8:30 PM,7:30 PM,,,,,,,FSSW-DAL,150.0,2.8,5,75,87,,,205.0,-2.8%
,2015-11-03,DET,IND,,,,,,,,2015-16,13325.0,19971.0,5322.0,769.0,594.0,6685.0,1.85,1.09,,,,,,,,,54,Tue,7:30 PM,7:30 PM,FSI,135.0,2.9,5.0,32.0,,FSD+,150.0,1.94,3,35,43,,,64.0,-30.5%
,2015-11-03,LAL,DEN,,,,,,,,2015-16,18997.0,18997.0,14357.0,230.0,740.0,15327.0,5.48,1.63,15.0,NBA TV,0.9375,0.045833333,156.0,0.68,412.0,363.0,59,Tue,10:30 PM,7:30 PM,ASE2,150.0,0.78,1.7,11.9,15.0,TWC SN/TWC D,150.0,2.9,5,161,224,NBA TV,,143.0,-27.5%
,2015-11-03,MIA,ATL,,,,,,,,2015-16,19600.0,19600.0,13723.0,3415.0,1100.0,18238.0,1.7,2.41,14.0,NBA TV,0.814583333,0.915972222,146.0,0.69,403.0,371.0,55,Tue,7:30 PM,7:30 PM,FSSE-ATL,150.0,2.9,4.0,68.0,82.0,FS-SUN,165.0,5.7,9,95,135,NBA TV,,,
,2015-11-03,NOP,ORL,,,,,,,,2015-16,16876.0,16867.0,11268.0,1089.0,712.0,13069.0,0.64,1.52,,,,,,,,,56,Tue,8:00 PM,7:00 PM,FSFL,150.0,1.7,3.0,26.0,27.0,FSNO,150.0,1.6,2.2,10.4,,,,80.0,-39.0%
,2015-11-03,SAC,MEM,,,,,,,,2015-16,17317.0,17317.0,10049.0,2236.0,435.0,12720.0,1.38,0.63,,,,,,,,,58,Tue,10:00 PM,7:00 PM,FSSE-MEM,165.0,2.972727273,5.181818182,18.90909091,,CSN-S,150.0,1.69,2.8,22.9,27,,,92.0,-44.0%
,2015-11-02,BRK,MIL,,,,,,,,2015-16,12576.0,17732.0,9297.0,1171.0,1204.0,11672.0,7.35,0.9,,,,,,,,,47,Mon,7:30 PM,7:30 PM,FSNWI,165.0,2.3,4.0,20.0,,YES,150.0,0.2,0,17,16,,,,
,2015-11-02,GSW,MEM,,,,,,,,2015-16,19596.0,19596.0,15547.0,1706.0,389.0,17642.0,2.49,0.63,13.0,NBA TV,0.943055556,0.044444444,146.0,0.47,317.0,253.0,51,Mon,10:30 PM,7:30 PM,FSSE-MEM,150.0,1.92,3.5,12.3,,CSN-BA,135.0,6.3,10,156,213,NBA TV,,1737.0,-32.2%
,2015-11-02,HOU,OKC,,,,,,,,2015-16,17224.0,18055.0,12408.0,1204.0,1362.0,14974.0,2.45,0.72,12.0,NBA TV,0.833333333,0.943055556,158.0,0.52,331.0,279.0,49,Mon,8:00 PM,7:00 PM,FSOK,150.0,9.83,13.6,69.0,,ROOT-SW,165.0,1.1,2,27,40,NBA TV,,21.0,21.8%
,2015-11-02,LAC,PHX,,,,,,,,2015-16,19060.0,19060.0,12329.0,1810.0,689.0,14828.0,5.48,1.89,,,,,,,,,52,Mon,10:30 PM,7:30 PM,FSA,150.0,2.2,4.0,40.0,46.0,FSNP,150.0,1.5,2,80,113,,,256.0,-34.5%
,2015-11-02,MIN,POR,,,,,,,,2015-16,18903.0,19356.0,6483.0,1607.0,3416.0,11506.0,1.74,1.14,,,,,,,,,50,Mon,8:00 PM,7:00 PM,CSN-POR,150.0,2.3,4.0,26.0,38.0,FSNN-MIN,195.0,4.3,7,75,96,,,24.0,107.7%
,2015-11-02,NYK,SAS,,,,,,,,2015-16,19812.0,19812.0,15527.0,751.0,1907.0,18185.0,7.35,0.94,,,,,,,,,48,Mon,7:30 PM,7:30 PM,FSSW-SA,135.0,9.3,14.0,85.0,,MSG,150.0,1.7,3,127,149,,,906.0,37.5%
,2015-11-02,PHI,CLE,,,,,,,,2015-16,18094.0,20328.0,8251.0,1064.0,1958.0,11273.0,2.94,1.5,,,,,,,,,46,Mon,7:00 PM,7:00 PM,FSO,150.0,9.3,14.0,138.0,215.0,CSN-P,150.0,1.5,2,44,53,,,10.0,76.5%
,2015-11-01,BOS,SAS,,,,,,,,2015-16,17461.0,18624.0,10518.0,1824.0,3080.0,15422.0,2.42,0.94,,,,,,,,,40,Sun,3:30 PM,3:30 PM,FSSW-SA,150.0,4.9,9.0,45.0,,CSN-NE,150.0,1.5,3,36,47,,,454.0,24.6%
,2015-11-01,CHA,ATL,,,,,,,,2015-16,18691.0,19077.0,9782.0,2579.0,1519.0,13880.0,1.19,2.41,,,,,,,,,39,Sun,2:00 PM,2:00 PM,FSSE-ATL,135.0,0.5,1.0,13.0,15.0,FSSE-CHA,,,,,,,,94.0,53.0%
,2015-11-01,CHI,ORL,,,,,,,,2015-16,21585.0,20917.0,15656.0,319.0,2108.0,18083.0,3.46,1.52,,,,,,,,,43,Sun,7:00 PM,6:00 PM,FSFL,150.0,1,1.0,14.0,18.0,WGN,150.0,3.9,6,137,220,,,190.0,7.4%
,2015-11-01,LAL,DAL,,,,,,,,2015-16,18997.0,18997.0,14343.0,264.0,1339.0,15946.0,5.48,2.71,,,,,,,,,45,Sun,9:30 PM,6:30 PM,FSSW-DAL,150.0,1,2.0,25.0,32.0,TWC SN/TWC D,150.0,1.8,3,98,153,,,245.0,-0.9%
,2015-11-01,MIA,HOU,,,,,,,,2015-16,19600.0,19600.0,13850.0,3081.0,1353.0,18284.0,1.7,2.45,,,,,,,,,41,Sun,6:00 PM,6:00 PM,ROOT-SW,150.0,1.1,2.0,26.0,38.0,FS-SUN,165.0,4,7,67,91,,,,
,2015-11-01,OKC,DEN,,,,,,,,2015-16,18203.0,18203.0,14666.0,1410.0,816.0,16892.0,0.72,1.63,,,,,,,,,44,Sun,7:00 PM,6:00 PM,ASE,150.0,0.3,1.0,5.0,6.0,FSOK,150.0,7.38,10.6,51.8,,,,329.0,21.7%
,2015-11-01,TOR,MIL,,,,,,,,2015-16,19800.0,19800.0,14583.0,1010.0,2099.0,17692.0,2.86,0.9,11.0,NBA TV,0.75,0.854861111,151.0,0.12,83.0,66.0,42,Sun,6:00 PM,6:00 PM,FSNWI,150.0,1,2.0,9.0,,,,,,,,NBA TV,,436.0,1.9%
,2015-10-31,IND,UTA,,,,,,,,2015-16,14412.0,18165.0,7856.0,2531.0,684.0,11071.0,1.09,0.92,,,,,,,,,33,Sat,7:00 PM,7:00 PM,ROOT-RM,150.0,3.22,8.1,28.5,,FSI,150.0,1.9,3,20,,,,94.0,-17.4%
,2015-10-31,LAC,SAC,,,,,,,,2015-16,19060.0,19060.0,12679.0,1394.0,777.0,14850.0,5.48,1.38,10.0,NBA TV,0.940972222,0.052083333,160.0,0.44,275.0,234.0,38,Sat,10:30 PM,7:30 PM,CSN-S,165.0,1.9,4.0,26.0,40.0,FSNP,180.0,1.5,3,79.7,122,NBA TV,,402.0,-18.9%
,2015-10-31,MEM,BRK,,,,,,,,2015-16,16013.0,18119.0,11265.0,958.0,723.0,12946.0,0.63,7.35,,,,,,,,,36,Sat,8:00 PM,7:00 PM,YES,135.0,0.1,0.0,4.0,4.0,FSSE-MEM,150.0,1.54,2.5,9.6,,,,211.0,-8.1%
,2015-10-31,NOP,GSW,,,,,,,,2015-16,18406.0,16867.0,11357.0,4153.0,1319.0,16829.0,0.64,2.49,9.0,NBA TV,0.8125,0.920833333,156.0,0.36,268.0,193.0,35,Sat,7:30 PM,6:30 PM,CSN-BA,150.0,4,10.0,98.0,149.0,FSNO,150.0,1.36,2,8.7,,NBA TV,,473.0,85.7%
,2015-10-31,POR,PHX,,,,,,,,2015-16,17906.0,19393.0,12260.0,1193.0,1278.0,14731.0,1.14,1.89,,,,,,,,,37,Sat,10:00 PM,7:00 PM,FSA,135.0,1.8,4.0,33.0,74.0,KGW,150.0,5.24,9.2,59.5,89.7,,,292.0,-10.7%
,2015-10-31,WAS,NYK,,,,,,,,2015-16,20356.0,20356.0,10540.0,1959.0,2956.0,15455.0,2.48,7.35,,,,,,,,,34,Sat,7:00 PM,7:00 PM,MSG,180.0,1.6,3.0,118.0,141.0,CSN-W,180.0,1,2,25,23,,,447.0,21.8%
,2015-10-30,ATL,CHA,,,,,,,,2015-16,17024.0,18047.0,7910.0,4183.0,1498.0,13591.0,2.41,1.19,,,,,,,,,26,Fri,8:00 PM,8:00 PM,FSSE-CHA,150.0,0.55,1.0,6.5,8.0,FSSE-ATL,150.0,1,2,25,34,,,239.0,-32.7%
,2015-10-30,BOS,TOR,,,,,,,,2015-16,16898.0,18624.0,10650.0,2197.0,1685.0,14532.0,2.42,2.86,,,,,,,,,24,Fri,7:30 PM,7:30 PM,,,,,,,CSN-NE,165.0,2.6,4,63,86,,,309.0,-20.5%
,2015-10-30,CLE,MIA,,,,,,,,2015-16,20562.0,20562.0,13052.0,1383.0,3805.0,18240.0,1.5,1.7,7.0,ESPN,0.789583333,0.897222222,155.0,1.5,1800.0,1337.0,21,Fri,7:00 PM,7:00 PM,FS-SUN,165.0,3.3,6.0,54.0,76.0,FSO,150.0,7.1,12,106,168,ESPN,,13.0,271.8%
,2015-10-30,DEN,MIN,,,,,,,,2015-16,17660.0,19155.0,5850.0,5396.0,2415.0,13661.0,1.63,1.74,,,,,,,,,29,Fri,9:00 PM,7:00 PM,FSNN-MIN+,,,,,,ASE,165.0,1.4,3,22,31,,,14.0,36.5%
,2015-10-30,DET,CHI,,,,,,,,2015-16,16035.0,19971.0,5915.0,1220.0,1149.0,8284.0,1.85,3.46,,,,,,,,,25,Fri,7:30 PM,7:30 PM,CSN-C,165.0,4.1,8.0,142.0,230.0,FSD,165.0,2.5,4,45,65,,,141.0,32.5%
,2015-10-30,HOU,GSW,,,,,,,,2015-16,18142.0,18055.0,12606.0,512.0,2472.0,15590.0,2.45,2.49,8.0,ESPN,0.897222222,0.002777778,152.0,1.5,1812.0,1413.0,30,Fri,9:30 PM,8:30 PM,CSN-BA,150.0,2.9,6.0,73.0,113.0,ROOT-SW,150.0,1.5,3,35,47,ESPN,,26.0,143.6%
,2015-10-30,MIL,WAS,,,,,,,,2015-16,13858.0,18717.0,6312.0,2677.0,1115.0,10104.0,0.9,2.48,,,,,,,,,27,Fri,8:00 PM,7:00 PM,CSN-W+,165.0,0.7,1.0,18.0,21.0,FSNWI,165.0,2.2,4,20,,,,21.0,-93.8%
,2015-10-30,ORL,OKC,,,,,,,,2015-16,18846.0,18846.0,7591.0,5366.0,2395.0,15352.0,1.52,0.72,,,,,,,,,22,Fri,7:00 PM,7:00 PM,FSOK,210.0,8.45,14.0,59.28571429,,FSFL,210.0,1.2,2,17,22,,,316.0,25.7%
,2015-10-30,PHI,UTA,,,,,,,,2015-16,17122.0,20328.0,8436.0,643.0,1057.0,10136.0,2.94,0.92,,,,,,,,,23,Fri,7:00 PM,7:00 PM,ROOT-RM,150.0,2.71,6.8,24.2,,CSN-P,150.0,0.9,2,26,38,,,2.0,33.2%
,2015-10-30,PHX,POR,,,,,,,,2015-16,18055.0,18055.0,8104.0,2833.0,2574.0,13511.0,1.89,1.14,,,,,,,,,32,Fri,10:30 PM,7:30 PM,CSN-POR,150.0,3.6,6.0,41.0,62.0,FSA,165.0,2.4,4,45,67,,,335.0,23.8%
,2015-10-30,SAC,LAL,,,,,,,,2015-16,17391.0,17317.0,9484.0,1431.0,3835.0,14750.0,1.38,5.48,,,,,,,,,31,Fri,10:00 PM,7:00 PM,TWC SN/TWC D,165.0,1.6,3.0,87.0,104.0,CSN-S,150.0,2.4,4,32,48,,,363.0,23.3%
,2015-10-30,SAS,BRK,,,,,,,,2015-16,18418.0,18418.0,13589.0,1553.0,1313.0,16455.0,0.94,7.35,,,,,,,,,28,Fri,8:30 PM,7:30 PM,YES,135.0,0.2,0.0,16.0,17.0,FSSW-SA,135.0,9.2,15,84,,,,30.0,12.2%
,2015-10-29,IND,MEM,,,,,,,,2015-16,18165.0,18165.0,8404.0,5434.0,1046.0,14884.0,1.09,0.63,,,,,,,,,18,Thu,7:00 PM,7:00 PM,FSSE-MEM,150.0,2.82,4.3,18.0,,FSI,150.0,4.1,7,44,,,,62.0,-1.7%
,2015-10-29,LAC,DAL,,,,,,,,2015-16,19218.0,19060.0,12939.0,1396.0,1545.0,15880.0,5.48,2.71,6.0,TNT,0.946527778,0.055555556,157.0,1.2,1401.0,878.0,20,Thu,10:30 PM,7:30 PM,,,,,,,,,,,,,TNT,,354.0,19.4%
,2015-10-29,NYK,ATL,,,,,,,,2015-16,19812.0,19812.0,15350.0,679.0,1961.0,17990.0,7.35,2.41,5.0,TNT,0.843055556,0.946527778,149.0,0.9,1062.0,878.0,19,Thu,8:00 PM,8:00 PM,,,,,,,,,,,,,TNT,,674.0,27.9%
,2015-10-28,BOS,PHI,,,,,,,,2015-16,18624.0,18624.0,10362.0,1295.0,4009.0,15666.0,2.42,2.94,,,,,,,,,5,Wed,7:30 PM,7:30 PM,CSN-P,150.0,1.9,3.0,56.0,75.0,CSN-NE,150.0,3.9,6,95,128,,,341.0,-11.1%
,2015-10-28,BRK,CHI,,,,,,,,2015-16,17732.0,17732.0,9701.0,1274.0,2547.0,13522.0,7.35,3.46,,,,,,,,,6,Wed,7:30 PM,7:30 PM,WGN,150.0,4.9,8.0,170.0,225.0,YES,150.0,0.5,1,34,34,,,,
,2015-10-28,DET,UTA,,,,,,,,2015-16,18434.0,19971.0,5566.0,2783.0,915.0,9264.0,1.85,0.92,,,,,,,,,7,Wed,7:30 PM,7:30 PM,ROOT-RM,165.0,4.172727273,8.818181818,36.90909091,,FSD,165.0,2.1,3,39,50,,,101.0,-7.0%
,2015-10-28,HOU,DEN,,,,,,,,2015-16,18240.0,18055.0,12292.0,1073.0,2223.0,15588.0,2.45,1.63,,,,,,,,,10,Wed,8:00 PM,7:00 PM,ASE,150.0,1.7,3.0,27.0,33.0,ROOT-SW,150.0,2.8,4,67,90,,,19.0,7.0%
