"","Date","Home","Away","Unique_Devices","Starts","Live_Unique_Devices","Live_Starts","VOD_Unique_Devices","VOD_Starts","Life_Play_Time","Attendance","Capacity","Num_Secondary_Transactions","Avg_Markup","season_tickets","group_tickets","single_game_tickets","total_ns_tickets","NAT.TV","NAT_dur","NAT_ratings","NAT_avg_viewers","NAT_avg_household","CN.TV","CN.TV2","DAY","DAY2","ET","ET2","Month","A_DUR","A_HH.RTG","A_HH.SHR","A_HH.IMP","H_DUR","H_HH.RTG","H_HH.SHR","H_HH.IMP","dma_home","dma_away","home_gt","away_gt","home_gt_q","away_gt_q","home_gt_lag","away_gt_lag","home_gt_lagq","away_gt_lagq","gt_tot","gtlag_tot","gt2_tot","gtq_tot","gtlagq_tot","gt2q_tot","Home_Followers_Facebook","Home_Followers_Twitter","Home_Followers_Instagram","Home_Followers_Snapchat","Home_Followers_Weibo","Home_Engagements_Facebook","Home_Engagements_Twitter","Home_Engagements_Instagram","Home_Impressions_Facebook","Home_Impressions_Twitter","Away_Followers_Facebook","Away_Followers_Twitter","Away_Followers_Instagram","Away_Followers_Snapchat","Away_Followers_Weibo","Away_Engagements_Facebook","Away_Engagements_Twitter","Away_Engagements_Instagram","Away_Impressions_Facebook","Away_Impressions_Twitter","fbf_tot","twf_tot","igf_tot","scf_tot","wbf_tot","fbe_tot","twe_tot","ige_tot","fbi_tot","twi_tot","sellout","dma_tot"
"528","2018-01-24","MEM","SAS",9974,18032,8993,16143,1167,1889,393081.84,15812,17794,140,"-21.90%",10113,974,441,11528,"none",NA,NA,NA,NA,"none","none","Wed","Weekday","7:00 PM","7:00 PM","1",150,6.8,11,63,150,1.6,2.3,9.7,0.63,0.94,13.0952380952381,113.888888888889,3.41021825396825,5.8641975308642,9.48148148148148,52.3636363636364,2.46913580246914,2.69623059866962,126.984126984127,61.8451178451178,188.829244829245,9.27441578483245,5.16536640113876,14.4397821859712,1841695,902984,565523,40430,507813,1074810,1704290,1317613,11634703,16708983,7209630,3245088,2044963,154748,2438838,18937001,10813745,13495539,150411236,93171745,9051325,4148072,2610486,195178,2946651,20011811,12518035,14813152,30571704,109880728,0.888614139597617,1.57
"529","2018-01-24","PHI","CHI",15450,30565,13359,26901,2426,3664,727670.09,20547,20478,NA,"",15254,1855,910,18019,"none",NA,NA,NA,NA,"none","none","Wed","Weekday","7:00 PM","7:00 PM","1",135,3.4,6,114,150,2,3,57,2.94,3.46,16.6666666666667,5.95238095238095,1.52777777777778,3.30687830687831,26.1818181818182,11.8518518518519,2.4,6.58436213991769,22.6190476190476,38.03367003367,60.6527176527177,4.83465608465608,8.98436213991769,13.8190182245738,1631277,1389054,940993,48095,1226164,7150948,7605564,6927455,43289506,54129242,18421918,4050744,3436868,235497,1752431,18384393,6632202,8887479,196709932,66817465,20053195,5439798,4377861,283592,2978595,25535341,14237766,15814934,61673899,120946707,1.00336946967477,6.4
"530","2018-01-24","POR","MIN",13845,26464,12225,23592,1895,2872,816018.62,18920,19393,423,"-7.20%",12446,1194,2010,15650,"none",NA,NA,NA,NA,"SN1","SN","Wed","Weekday","7:00 PM","7:00 PM","1",135,2.5,5,43,150,3.4,6,40,1.14,1.74,41.6666666666667,12.5,3.08641975308642,7.8125,26.6666666666667,6.73684210526316,1.97530864197531,4.21052631578947,54.1666666666667,33.4035087719298,87.5701754385965,10.8989197530864,6.18583495776478,17.0847547108512,2439377,1102136,964277,82899,567614,3751381,4587768,6721932,38163106,46153847,1884988,823808,973554,48941,2846330,2152645,3989756,5468833,24458348,34265173,4324365,1925944,1937831,131840,3413944,5904026,8577524,12190765,40315751,80419020,0.975609756097561,2.88
"531","2018-01-23","GSW","NYK",30901,76739,26622,66802,5639,9937,1857681.25,19596,19596,2206,"6.30%",14438,2410,1119,17967,"none",NA,NA,NA,NA,"TSN","TSN","Tue","Weekday","7:30 PM","7:30 PM","1",150,1.5,3,106,150,10,18,245,2.49,7.35,7.11111111111111,4.74074074074074,2.37037037037037,2.18803418803419,11.4,3.5625,3.8,1.64423076923077,11.8518518518519,14.9625,26.8143518518519,4.55840455840456,5.44423076923077,10.0026353276353,11060295,5401840,7900480,529673,4031533,36208768,17122186,70953523,330394865,192088453,6037896,2044060,1693368,76483,1696797,8713482,4965404,14630405,79145257,39772825,17098191,7445900,9593848,606156,5728330,44922250,22087590,85583928,339108347,231861278,1,9.84
"532","2018-01-23","LAL","BOS",23292,65922,18897,57424,4679,8498,748925.13,18997,18997,1547,"60.10%",14653,316,1560,16529,"TNT",159,1.3,1542,1213,"SN1","SN","Tue","Weekday","7:30 PM","7:30 PM","1",NA,NA,NA,NA,NA,NA,NA,NA,5.48,2.42,13.037037037037,7.11111111111111,2.60740740740741,7.90123456790123,8.3125,5.9375,1.6625,6.59722222222222,20.1481481481481,14.25,34.3981481481481,10.5086419753086,8.25972222222222,18.7683641975309,21574455,7291104,4320149,221685,2878822,14424132,10722320,11332546,177700690,135910886,8992102,3115907,2292343,155412,795063,9132047,8877395,26802573,102506845,82860901,30566557,10407011,6612492,377097,3673885,23556179,19599715,38135119,186832737,218771787,1,7.9
"533","2018-01-23","OKC","BRK",20741,46425,18438,41918,2830,4507,841336.19,18203,18203,324,"-26.70%",14607,1708,454,16769,"none",NA,NA,NA,NA,"TSN","TSN","Tue","Weekday","7:00 PM","7:00 PM","1",150,0.5,1,32,150,7.53,11.2,53.2,0.72,7.35,45.037037037037,5.92592592592593,5.36155202821869,3.29218106995885,26.125,4.75,3.11011904761905,2.63888888888889,50.962962962963,30.875,81.837962962963,8.65373309817754,5.74900793650794,14.4027410346855,7250421,2453843,3272587,183757,1701113,4472210,4775316,17369446,58921574,44012856,2741547,867366,754477,69229,2179076,994844,1206890,2768684,13749258,15479079,9991968,3321209,4027064,252986,3880189,5467054,5982206,20138130,59916418,59491935,1,8.07
"534","2018-01-23","ORL","SAC",10134,20062,9277,18598,998,1464,313584.41,18846,18846,365,"-7.20%",5516,7004,2996,15516,"none",NA,NA,NA,NA,"NBAC","NBAC","Tue","Weekday","7:00 PM","7:00 PM","1",150,0.6,1,9,135,0.4,1,6,1.52,1.38,29.0909090909091,26.1818181818182,2.7012987012987,2.90909090909091,27.1428571428571,24.4285714285714,2.52040816326531,2.71428571428571,55.2727272727273,51.5714285714286,106.844155844156,5.61038961038961,5.23469387755102,10.8450834879406,2786220,1584888,644304,25154,1518686,5109101,731015,1593558,29859410,6117683,4396822,930371,713344,44576,952141,3006771,1742955,1933162,20952854,14311606,7183042,2515259,1357648,69730,2470827,8115872,2473970,3526720,32866181,20429289,1,2.9
"535","2018-01-23","SAS","CLE",30880,101823,27572,95698,3537,6125,1264207.37,18418,18418,991,"131.90%",13023,1284,2497,16804,"TNT",144,1.7,2005,1534,"SN1","SN","Tue","Weekday","7:00 PM","7:00 PM","1",NA,NA,NA,NA,NA,NA,NA,NA,0.94,1.5,52.3636363636364,9.33333333333333,2.69623059866962,4.60185185185185,51.5714285714286,6.78571428571429,2.65543941153697,3.34573412698413,61.6969696969697,58.3571428571429,120.054112554113,7.29808245052148,6.0011735385211,13.2992559890426,7209630,3245088,2044963,154748,2438838,18937001,10813745,13495539,150411236,93171745,8642788,3035956,5920589,398350,3302741,32292263,18038012,73398242,245312061,124774887,15852418,6281044,7965552,553098,5741579,51229264,28851757,86893781,182703499,217946632,1,2.44
"536","2018-01-22","ATL","UTA",8281,16235,7630,15122,773,1113,280094.36,11096,15711,63,"-53.60%",6092,2414,462,8968,"none",NA,NA,NA,NA,"none","none","Mon","Weekday","7:30 PM","7:30 PM","1",135,4.444444444,8.444444444,42.11111111,135,0.6,1,16,2.41,0.92,19,50.6666666666667,2.11111111111111,2.02666666666667,30,198,3.33333333333333,7.92,69.6666666666667,228,297.666666666667,4.13777777777778,11.2533333333333,15.3911111111111,1651129,1176283,754683,59770,512257,942359,1331220,2081539,12258449,19028405,1286697,760826,538279,56007,678108,2611878,3909167,4214559,22602578,30718474,2937826,1937109,1292962,115777,1190365,3554237,5240387,6296098,14870327,49746879,0.706256762777672,3.33
"537","2018-01-22","CHA","SAC",9649,17797,8909,16583,862,1214,329580.26,11806,19077,34,"-7.70%",9774,127,225,10126,"none",NA,NA,NA,NA,"none","none","Mon","Weekday","7:00 PM","7:00 PM","1",150,1.2,2,17,150,0.67,1,7.8,1.19,1.38,7.125,24.4285714285714,3.95833333333333,2.71428571428571,5.55555555555556,21.8181818181818,3.08641975308642,2.42424242424242,31.5535714285714,27.3737373737374,58.9273088023088,6.67261904761905,5.51066217732884,12.1832812249479,1772514,859171,821286,53318,943351,1090608,1625065,2574180,14872426,20555741,4396822,930371,713344,44576,952141,3006771,1742955,1933162,20952854,14311606,6169336,1789542,1534630,97894,1895492,4097379,3368020,4507342,17879197,34867347,0.618860407820936,2.57
"538","2018-01-22","DAL","WAS",6175,11454,5450,10213,837,1241,210694.45,19328,19200,217,"-27.80%",11692,2504,1069,15265,"none",NA,NA,NA,NA,"none","none","Mon","Weekday","7:30 PM","7:30 PM","1",150,1.2,2,30,135,0.8,1,20,2.71,2.48,6.78571428571429,66.5,2.11111111111111,1.56470588235294,11.25,130,3.5,3.05882352941176,73.2857142857143,141.25,214.535714285714,3.67581699346405,6.55882352941176,10.2346405228758,4472320,1460247,747425,52270,2985220,4965573,3209495,2064076,45490951,23145352,1538152,831130,823256,47553,514447,1327378,2314627,3348152,16000103,26224812,6010472,2291377,1570681,99823,3499667,6292951,5524122,5412228,46818329,49370164,1.00666666666667,5.19
"539","2018-01-22","DEN","POR",12971,24644,12112,23074,994,1570,441582.47,14474,19520,NA,"",5572,1220,521,7313,"none",NA,NA,NA,NA,"none","none","Mon","Weekday","7:00 PM","7:00 PM","1",150,3.2,5,37,150,1,1.9,17,1.63,1.14,10.6875,27.1428571428571,3.81696428571429,2.01058201058201,12.2222222222222,57.5,4.36507936507936,4.25925925925926,37.8303571428571,69.7222222222222,107.552579365079,5.8275462962963,8.62433862433862,14.4518849206349,2002372,766119,601324,29693,925711,3354518,1837587,2086034,28573676,18239382,2439377,1102136,964277,82899,567614,3751381,4587768,6721932,38163106,46153847,4441749,1868255,1565601,112592,1493325,7105899,6425355,8807966,32325057,64393229,0.741495901639344,2.77
"540","2018-01-22","HOU","MIA",1997,3404,114,182,1884,3222,74706.25,18055,18055,57,"-26.40%",12060,1025,1516,14601,"NBA TV",154,0.61,372,290,"TSN2","TSN2","Mon","Weekday","7:00 PM","7:00 PM","1",135,4.3,7,72,135,3.2,5,80,2.45,1.7,7.6,9.5,2.71428571428571,3.6875,6.66666666666667,15.7894736842105,2.38095238095238,6.12880886426593,17.1,22.4561403508772,39.5561403508772,6.40178571428572,8.50976124521831,14.911546959504,8151480,2417177,2148838,124282,3314786,8955377,7091957,13026095,81809919,54101028,15774023,4592475,2908200,131104,2241900,10407726,4196257,15132090,98288374,49613401,23925503,7009652,5057038,255386,5556686,19363103,11288214,28158185,92217645,103714429,1,4.15
"541","2018-01-22","LAC","MIN",1434,2295,91,134,1346,2161,59095.25,16347,19068,11,"-45.30%",11049,2189,828,14066,"NBA TV",151,0.48,306,226,"NBAC","NBAC","Mon","Weekday","7:30 PM","7:30 PM","1",150,2,5,35,150,1.09,1.7,58.2,5.48,1.74,9.5,6.90909090909091,2.375,4.31818181818182,16.1538461538462,8.33333333333333,4.03846153846154,5.20833333333333,16.4090909090909,24.4871794871795,40.8962703962704,6.69318181818182,9.24679487179487,15.9399766899767,3877788,1356239,1851245,106178,2865595,2960612,2229624,6533121,36866033,26694801,1884988,823808,973554,48941,2846330,2152645,3989756,5468833,24458348,34265173,5762776,2180047,2824799,155119,5711925,5113257,6219380,12001954,39018678,60959974,0.857300188797986,7.22
"542","2018-01-22","MEM","PHI",15538,30662,14607,29015,1146,1647,605841.67,14288,17794,134,"-33.10%",10073,396,282,10751,"none",NA,NA,NA,NA,"NBAC","NBAC","Mon","Weekday","7:00 PM","7:00 PM","1",165,2.5,4,73,150,1.26,1.7,8.2,0.63,2.94,10.6875,19,2.783203125,1.74166666666667,14.4444444444444,35.4545454545455,3.76157407407407,3.25,29.6875,49.8989898989899,79.5864898989899,4.52486979166667,7.01157407407407,11.5364438657407,1841695,902984,565523,40430,507813,1074810,1704290,1317613,11634703,16708983,1631277,1389054,940993,48095,1226164,7150948,7605564,6927455,43289506,54129242,3472972,2292038,1506516,88525,1733977,8225758,9309854,8245068,18785651,70838225,0.802967292345734,3.57
"543","2018-01-22","MIL","PHX",11872,22480,10828,20837,1199,1643,394848.35,14766,18717,13,"-69.50%",8019,723,1905,10647,"none",NA,NA,NA,NA,"none","none","Mon","Weekday","7:00 PM","7:00 PM","1",150,0.8,1,15,150,4.1,6,36,0.9,1.89,11.0833333333333,29.8571428571429,2.46296296296296,3.265625,23.6842105263158,117.5,5.26315789473684,12.8515625,40.9404761904762,141.184210526316,182.124686716792,5.72858796296296,18.1147203947368,23.8433083576998,1627513,851464,919529,83603,2961999,8690487,5136199,8032922,65213825,42713787,1918135,972532,697508,49840,526093,1576559,1522000,2344645,11364220,14052072,3545648,1823996,1617037,133443,3488092,10267046,6658199,10377567,66790384,56765859,0.788908478922904,2.79
"544","2018-01-22","NOP","CHI",21214,46509,19143,42582,2424,3927,872071.57,17101,16903,180,"-30.80%",9419,1875,952,12246,"none",NA,NA,NA,NA,"none","none","Mon","Weekday","7:00 PM","7:00 PM","1",150,3.1,5,101,165,1.936363636,2.909090909,12.27272727,0.64,3.46,29.3636363636364,5.9375,4.89393939393939,3.29861111111111,20,5.55555555555556,3.33333333333333,3.08641975308642,35.3011363636364,25.5555555555556,60.8566919191919,8.19255050505051,6.41975308641975,14.6123035914703,1715057,782966,858441,35248,896604,1173172,1571337,2576999,13855695,16395920,18421918,4050744,3436868,235497,1752431,18384393,6632202,8887479,196709932,66817465,20136975,4833710,4295309,270745,2649035,19557565,8203539,11464478,32240088,83213385,1.01171389694137,4.1
"545","2018-01-21","BOS","ORL",34886,74727,29832,66301,5682,8426,1242730.66,18624,18624,1388,"103.90%",14521,866,1724,17111,"none",NA,NA,NA,NA,"TSN","TSN","Sun","Sun","1:00 PM","Noon","1",135,0.7,2,11,135,3,6,72,2.42,1.52,5.55555555555556,40.9090909090909,6.17283950617284,3.7987012987013,8.61538461538462,45.8181818181818,9.57264957264957,4.25454545454545,46.4646464646465,54.4335664335664,100.898212898213,9.97154080487414,13.827195027195,23.7987358320692,8992102,3115907,2292343,155412,795063,9132047,8877395,26802573,102506845,82860901,2786220,1584888,644304,25154,1518686,5109101,731015,1593558,29859410,6117683,11778322,4700795,2936647,180566,2313749,14241148,9608410,28396131,107615946,88978584,1,3.94
"546","2018-01-21","DET","BRK",13447,24977,11619,22214,2040,2763,302182.39,17554,20491,4,"-27.30%",8166,3803,754,12723,"none",NA,NA,NA,NA,"NBAC","NBAC","Sun","Sun","4:00 PM","Afternoon","1",150,0.2,0,11,135,0.9,2,16,1.85,7.35,13.3333333333333,12.2222222222222,4.93827160493827,6.79012345679012,11.8461538461538,5.38461538461539,4.38746438746439,2.99145299145299,25.5555555555556,17.2307692307692,42.7863247863248,11.7283950617284,7.37891737891738,19.1073124406458,1812175,826252,677466,50074,1017344,2675551,1611440,2420115,23233905,22772942,2741547,867366,754477,69229,2179076,994844,1206890,2768684,13749258,15479079,4553722,1693618,1431943,119303,3196420,3670395,2818330,5188799,24228749,38252021,0.856668781416231,9.2
"547","2018-01-21","LAL","NYK",31835,77589,26236,66993,6572,10596,1206982.52,18997,18997,1387,"17.20%",14649,322,1341,16312,"none",NA,NA,NA,NA,"TSN","TSN","Sun","Sun","12:30 PM","Noon","1",150,0.9,2,61,150,1,2,51,5.48,7.35,8.88888888888889,7.77777777777778,1.77777777777778,3.58974358974359,16.1538461538462,10.7692307692308,3.23076923076923,4.97041420118343,16.6666666666667,26.9230769230769,43.5897435897436,5.36752136752137,8.20118343195266,13.568704799474,21574455,7291104,4320149,221685,2878822,14424132,10722320,11332546,177700690,135910886,6037896,2044060,1693368,76483,1696797,8713482,4965404,14630405,79145257,39772825,27612351,9335164,6013517,298168,4575619,23137614,15687724,25962951,186414172,175683711,1,12.83
"548","2018-01-21","SAS","IND",21300,42533,19339,39296,2294,3237,698121.95,18418,18418,513,"-5.10%",12955,2159,775,15889,"none",NA,NA,NA,NA,"none","none","Sun","Sun","6:00 PM","Afternoon","1",135,2.4,4,25,135,4.3,6,40,0.94,1.09,76.3636363636364,16.1538461538462,3.9320029563932,4.03846153846154,78.9090909090909,8.61538461538462,4.06306972160631,2.15384615384615,92.5174825174825,87.5244755244755,180.041958041958,7.97046449485474,6.21691587545246,14.1873803703072,7209630,3245088,2044963,154748,2438838,18937001,10813745,13495539,150411236,93171745,3324607,1086179,1181632,58302,951240,1796807,2442056,3462449,25528708,24024518,10534237,4331267,3226595,213050,3390078,20733808,13255801,16957988,152208043,117196263,1,2.03
"549","2018-01-20","ATL","CHI",17608,32584,15599,29058,2348,3526,476129.72,15597,15711,242,"-10.30%",6354,2840,1661,10855,"none",NA,NA,NA,NA,"NBAC","NBAC","Sat","Sat","5:00 PM","Afternoon","1",135,3.5,8,115,135,0.3,1,7,2.41,3.46,28,10.7692307692308,3.11111111111111,5.98290598290598,19,8.3125,2.11111111111111,4.61805555555556,38.7692307692308,27.3125,66.0817307692308,9.09401709401709,6.72916666666667,15.8231837606838,1651129,1176283,754683,59770,512257,942359,1331220,2081539,12258449,19028405,18421918,4050744,3436868,235497,1752431,18384393,6632202,8887479,196709932,66817465,20073047,5227027,4191551,295267,2264688,19326752,7963422,10969018,30642842,85845870,0.992743937368723,5.87
"550","2018-01-20","CHA","MIA",16378,34788,14396,30950,2459,3838,569205.39,18687,19077,223,"40.40%",10247,1833,1963,14043,"none",NA,NA,NA,NA,"none","none","Sat","Sat","7:00 PM","7:00 PM","1",150,3.2,6,54,150,0.98,1.7,11.2,1.19,1.7,9.69230769230769,11.7894736842105,5.38461538461538,4.57617728531856,7.125,11.0833333333333,3.95833333333333,4.30208333333333,21.4817813765182,18.2083333333333,39.6901147098516,9.96079266993394,8.26041666666667,18.2212093366006,1772514,859171,821286,53318,943351,1090608,1625065,2574180,14872426,20555741,15774023,4592475,2908200,131104,2241900,10407726,4196257,15132090,98288374,49613401,17546537,5451646,3729486,184422,3185251,11498334,5821322,17706270,25280152,70169142,0.979556534046234,2.89
"551","2018-01-20","CLE","OKC",12166,22519,528,893,11639,21626,509597.92,20562,20562,134,"272.00%",15022,2153,1482,18657,"ABC",155,1.7,2793,2093,"TSN","TSN","Sat","Sat","3:30 PM","Afternoon","1",NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.72,10.9565217391304,34.4615384615385,5.40217391304348,4.1025641025641,6.78571428571429,27.3125,3.34573412698413,3.25148809523809,45.4180602006689,34.0982142857143,79.5162744863832,9.50473801560758,6.59722222222222,16.1019602378298,8642788,3035956,5920589,398350,3302741,32292263,18038012,73398242,245312061,124774887,7250421,2453843,3272587,183757,1701113,4472210,4775316,17369446,58921574,44012856,15893209,5489799,9193176,582107,5003854,36764473,22813328,90767688,249784271,168787743,1,2.22
"552","2018-01-20","HOU","GSW",9793,19585,510,975,9293,18610,429465.17,18055,18055,134,"240.10%",11958,1000,3138,16096,"ABC",149,2.6,4479,3140,"none","none","Sat","Sat","7:30 PM","7:30 PM","1",NA,NA,NA,NA,NA,NA,NA,NA,2.45,2.49,10.5,14,3.75,4.66666666666667,7.6,15.2,2.71428571428571,5.06666666666667,24.5,22.8,47.3,8.41666666666667,7.78095238095238,16.197619047619,8151480,2417177,2148838,124282,3314786,8955377,7091957,13026095,81809919,54101028,11060295,5401840,7900480,529673,4031533,36208768,17122186,70953523,330394865,192088453,19211775,7819017,10049318,653955,7346319,45164145,24214143,83979618,118018687,246189481,1,4.94
"553","2018-01-20","MIN","TOR",22596,43243,20496,39572,2443,3671,632193.02,17828,18978,NA,"",8941,1968,1892,12801,"none",NA,NA,NA,NA,"TSN","TSN","Sat","Sat","8:00 PM","Late","1",NA,NA,NA,NA,165,2.4,5,42,1.74,2.86,10.8888888888889,33.6,6.80555555555556,1.48235294117647,8.63636363636364,76,5.39772727272727,3.35294117647059,44.4888888888889,84.6363636363636,129.125252525253,8.28790849673203,8.75066844919786,17.0385769459299,1884988,823808,973554,48941,2846330,2152645,3989756,5468833,24458348,34265173,2258550,1629536,1229322,88992,4052211,4734604,8373742,14121785,41626358,58220362,4143538,2453344,2202876,137933,6898541,6887249,12363498,19590618,29192952,92485535,0.939403519865107,4.6
"554","2018-01-20","NOP","MEM",11308,21114,10353,19511,1092,1603,279510.45,18212,16903,392,"-5.70%",10285,2509,1546,14340,"none",NA,NA,NA,NA,"none","none","Sat","Sat","6:00 PM","Afternoon","1",135,0.977777778,1.555555556,6.111111111,150,2.1,3.1,13.6,0.64,0.63,15.5555555555556,20.4615384615385,2.59259259259259,5.32852564102564,13.8181818181818,11.875,2.3030303030303,3.09244791666667,36.017094017094,25.6931818181818,61.7102758352758,7.92111823361823,5.39547821969697,13.3165964533152,1715057,782966,858441,35248,896604,1173172,1571337,2576999,13855695,16395920,1841695,902984,565523,40430,507813,1074810,1704290,1317613,11634703,16708983,3556752,1685950,1423964,75678,1404417,2247982,3275627,3894612,14930505,33104903,1.07744187422351,1.27
"555","2018-01-20","PHI","MIL",25019,49392,22313,44830,3253,4562,932974.83,20826,20478,NA,"",15249,2209,924,18382,"none",NA,NA,NA,NA,"none","none","Sat","Sat","7:30 PM","7:30 PM","1",150,2.4,4,21,150,2.2,4,64,2.94,0.9,20.3636363636364,11.7894736842105,1.86666666666667,2.61988304093567,38,19,3.48333333333333,4.22222222222222,32.1531100478469,57,89.1531100478469,4.48654970760234,7.70555555555556,12.1921052631579,1631277,1389054,940993,48095,1226164,7150948,7605564,6927455,43289506,54129242,1627513,851464,919529,83603,2961999,8690487,5136199,8032922,65213825,42713787,3258790,2240518,1860522,131698,4188163,15841435,12741763,14960377,51979993,96843029,1.01699384705538,3.84
"556","2018-01-20","POR","DAL",12082,22904,11089,21069,1156,1835,373530.67,19464,19393,717,"12.00%",12449,1863,3212,17524,"none",NA,NA,NA,NA,"NBAC","NBAC","Sat","Sat","7:00 PM","7:00 PM","1",150,0.4,1,10,150,3.1,6,37,1.14,2.71,67.6666666666667,7.30434782608696,5.01234567901234,2.27246376811594,21.7142857142857,6.78571428571429,1.60846560846561,2.11111111111111,74.9710144927536,28.5,103.471014492754,7.28480944712829,3.71957671957672,11.004386166705,2439377,1102136,964277,82899,567614,3751381,4587768,6721932,38163106,46153847,4472320,1460247,747425,52270,2985220,4965573,3209495,2064076,45490951,23145352,6911697,2562383,1711702,135169,3552834,8716954,7797263,8786008,43128679,69299199,1.00366111483525,3.85
"557","2018-01-20","UTA","LAC",10037,21591,8893,19462,1340,2129,355241.32,18306,18306,240,"47.20%",10680,1173,3522,15375,"none",NA,NA,NA,NA,"none","none","Sat","Sat","7:00 PM","7:00 PM","1",150,0.5,1,26,150,3.654545455,7.363636364,34.90909091,0.92,5.48,72.8,23.6923076923077,2.912,5.92307692307692,63.3333333333333,9.5,2.53333333333333,2.375,96.4923076923077,72.8333333333333,169.325641025641,8.83507692307692,4.90833333333333,13.7434102564103,1286697,760826,538279,56007,678108,2611878,3909167,4214559,22602578,30718474,3877788,1356239,1851245,106178,2865595,2960612,2229624,6533121,36866033,26694801,5164485,2117065,2389524,162185,3543703,5572490,6138791,10747680,25563190,57413275,1,6.4
"558","2018-01-19","BRK","MIA",21011,44725,19645,42208,1708,2517,581432.03,17732,17732,NA,"",9078,3311,2175,14564,"none",NA,NA,NA,NA,"none","none","Fri","Fri","7:30 PM","7:30 PM","1",150,2.7,5,45,150,0.5,1,33,7.35,1.7,16.625,11.0833333333333,9.23611111111111,4.30208333333333,8.21739130434783,30.1764705882353,4.56521739130435,11.7132352941176,27.7083333333333,38.3938618925831,66.1021952259165,13.5381944444444,16.278452685422,29.8166471298664,2741547,867366,754477,69229,2179076,994844,1206890,2768684,13749258,15479079,15774023,4592475,2908200,131104,2241900,10407726,4196257,15132090,98288374,49613401,18515570,5459841,3662677,200333,4420976,11402570,5403147,17900774,24156984,65092480,1,9.05
"559","2018-01-19","DEN","PHX",15718,30796,14510,28374,1459,2422,444667.15,15732,19520,NA,"",6723,2457,1254,10434,"none",NA,NA,NA,NA,"none","none","Fri","Fri","7:00 PM","7:00 PM","1",150,0.9,2,18,150,0.3,1,5,1.63,1.89,9.5,48.8571428571429,3.39285714285714,5.34375,8.21739130434783,34.3636363636364,2.93478260869565,3.75852272727273,58.3571428571429,42.5810276679842,100.938170525127,8.73660714285714,6.69330533596838,15.4299124788255,2002372,766119,601324,29693,925711,3354518,1837587,2086034,28573676,18239382,1918135,972532,697508,49840,526093,1576559,1522000,2344645,11364220,14052072,3920507,1738651,1298832,79533,1451804,4931077,3359587,4430679,30150235,32291454,0.80594262295082,3.52
"560","2018-01-19","DET","WAS",1154,1686,51,77,1103,1609,35882.15,14744,20491,3,"-51.20%",8309,1705,636,10650,"ESPN",153,1.1,1178,921,"none","none","Fri","Fri","8:00 PM","Late","1",150,0.7,1,18,150,0.9,1,16,1.85,2.48,9.5,123.5,3.51851851851852,2.90588235294118,10.5652173913043,63,3.91304347826087,1.48235294117647,133,73.5652173913044,206.565217391304,6.4244008714597,5.39539641943734,11.819797290897,1812175,826252,677466,50074,1017344,2675551,1611440,2420115,23233905,22772942,1538152,831130,823256,47553,514447,1327378,2314627,3348152,16000103,26224812,3350327,1657382,1500722,97627,1531791,4002929,3926067,5768267,24561283,48997754,0.719535405787907,4.33
"561","2018-01-19","LAL","IND",28174,59976,24633,53272,4344,6704,1273761.72,18997,18997,1092,"-16.40%",14650,368,1269,16287,"none",NA,NA,NA,NA,"none","none","Fri","Fri","7:30 PM","7:30 PM","1",135,2.9,6,30,150,1.5,3,79,5.48,1.09,8.3125,14.25,1.6625,3.5625,12.9130434782609,9.81818181818182,2.58260869565217,2.45454545454545,22.5625,22.7312252964427,45.2937252964427,5.225,5.03715415019763,10.2621541501976,21574455,7291104,4320149,221685,2878822,14424132,10722320,11332546,177700690,135910886,3324607,1086179,1181632,58302,951240,1796807,2442056,3462449,25528708,24024518,24899062,8377283,5501781,279987,3830062,16220939,13164376,14794995,179497497,159935404,1,6.57
"562","2018-01-19","MEM","SAC",9160,15812,8492,14751,778,1061,203119.84,16831,17794,253,"2.70%",10164,731,694,11589,"none",NA,NA,NA,NA,"none","none","Fri","Fri","7:00 PM","7:00 PM","1",150,1.1,2,15,150,2.04,3,13.4,0.63,1.38,11.875,16.2857142857143,3.09244791666667,1.80952380952381,12.9130434782609,24.3,3.36277173913043,2.7,28.1607142857143,37.2130434782609,65.3737577639752,4.90197172619048,6.06277173913043,10.9647434653209,1841695,902984,565523,40430,507813,1074810,1704290,1317613,11634703,16708983,4396822,930371,713344,44576,952141,3006771,1742955,1933162,20952854,14311606,6238517,1833355,1278867,85006,1459954,4081581,3447245,3250775,14641474,31020589,0.945880633921547,2.01
"563","2018-01-19","TOR","SAS",35832,72556,32029,66241,4445,6315,1082757.21,19800,19800,1123,"86.30%",14780,1034,2453,18267,"none",NA,NA,NA,NA,"TSN","TSN","Fri","Fri","7:00 PM","7:00 PM","1",150,5.2,9,48,NA,NA,NA,NA,2.86,0.94,76,43.4285714285714,3.35294117647059,2.23615950445219,54,67.5,2.38235294117647,3.47560975609756,119.428571428571,121.5,240.928571428571,5.58910068092278,5.85796269727403,11.4470633781968,2258550,1629536,1229322,88992,4052211,4734604,8373742,14121785,41626358,58220362,7209630,3245088,2044963,154748,2438838,18937001,10813745,13495539,150411236,93171745,9468180,4874624,3274285,243740,6491049,23671605,19187487,27617324,60563359,151392107,1,3.8
