"Live_Starts","Attendance","Capacity","sellout","Num_Secondary_Transactions","Avg_Markup","season_tickets","group_tickets","single_game_tickets","gt_tot","gt2_tot","gtq_tot","gt2q_tot","dma_tot","fbf_tot","twf_tot","igf_tot","scf_tot","wbf_tot","fbe_tot","twe_tot","ige_tot","fbi_tot","twi_tot","ET2_7:30 PM","ET2_Afternoon","ET2_Late","ET2_Noon","DAY2_Sat","DAY2_Sun","DAY2_Weekday","NAT.TV_ESPN","NAT.TV_NBA TV","NAT.TV_none","NAT.TV_TNT","CN.TV2_none","CN.TV2_SN","CN.TV2_TSN","CN.TV2_TSN2","ID"
27421,12885,17794,0.724120490052827,123,-0.4,9957,492,309,15,28.8666666666667,4.83450443786982,9.51826512163051,7.98,7879591,2947044,2258891,116913,2204610,9788292,6669694,15948018,20348185,56481808,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,496
44296,16695,18717,0.89196986696586,15,-0.63,8032,1330,3944,52.5,132.5,17.1425438596491,46.0229266347687,2.6,17401536,5443939,3827729,214707,5203899,19098213,9332456,23165012,75621551,92327188,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,497
214,18203,18203,1,736,0.27,14580,1710,605,40.3846153846154,81.9846153846154,5.64835164835165,11.2915262515263,6.2,28824876,9744947,7592736,405442,4579935,18896342,15497636,28701992,73345706,179923742,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,498
29748,17583,17583,1,303,-0.55,9667,933,1669,97.5,345.5,4.96666666666667,16.2140740740741,2.3,5683519,1691197,1251623,100583,1630249,5618649,5652122,6147721,23564732,45030080,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,499
22514,19800,19800,1,960,0.11,14565,1677,1935,111.923076923077,159.923076923077,7.19645550527903,11.0541170884308,4.71,4070725,2455788,1906788,139066,5069555,7410155,9985182,16541900,44301909,80993304,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,500
819,18624,18624,1,1096,0.62,14446,1003,1462,20.2666666666667,46.7228070175439,10.4296296296296,23.9686159844055,3.06,10707159,3898873,3150784,190660,1691667,10305219,10448732,29379572,103680017,99256821,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,501
60740,18589,18846,0.98636315398493,333,0.14,6069,5607,3518,34.6666666666667,83.3700159489633,7.47619047619048,16.8719526087947,3.26,4671208,2408696,1617858,74095,4365016,7261746,4720771,7062391,32012055,40382856,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,502
136,18604,19393,0.959315216830815,361,-0.25,12537,1542,2128,114.285714285714,152.952380952381,11.3703703703704,14.8317418981482,3.03,4357512,2074668,1661785,132739,1093707,5327940,6109768,9066577,39739665,60205919,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,503
148,15806,15711,1.0060467188594,268,-0.13,6742,3701,2719,92.2727272727273,187.727272727273,6.48016752894802,13.1837891106184,3.35,8860759,4421371,2799646,214518,2951095,19879360,12144965,15577078,31195450,112200150,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,504
45596,20546,20917,0.982263230864847,26,-0.19,9762,3707,6201,14.5282651072125,33.9171539961014,6.53824823592444,15.5521777355996,5.16,34195941,8643219,6345068,366601,3994331,28792119,10828459,24019569,207117658,116430866,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,505
264425,20562,20562,1,173,3.32,15065,1530,2140,23.7638888888889,40.0138888888889,9.65827546296296,16.0732060185185,3.99,19703083,8437796,13821069,928023,7334274,68501031,35160198,144351765,281520829,316863340,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,506
398,17200,20491,0.839392904201845,2,0.02,8237,3005,1260,15.037037037037,29.4814814814815,6.76268861454047,13.3470507544582,3.04,3584689,1685423,1498752,103392,1960695,3766159,3236505,4994295,24324513,43328683,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,507
31763,17622,19068,0.924166142227816,15,0.23,11098,2124,1193,20.8205128205128,40.0512820512821,6.24084249084249,12.1199633699634,7.93,12029268,3773416,4000083,230460,6180381,11915989,9321581,19559216,45821410,80795829,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,508
67467,17794,17794,1,380,0.58,10257,3344,1301,30.0740740740741,60.0740740740741,6.9233024691358,13.8631172839506,6.11,23416150,8194088,4885672,262115,3386635,15498942,12426610,12650159,26058835,152619869,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,509
55912,18203,18203,1,428,-0.1,14839,1398,415,67.1784511784512,152.632996632997,7.78819945486612,17.679974346641,2.1,11647243,3384214,3985931,228333,2653254,7478981,6518271,19302608,61928345,58324462,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,510
22018,18306,18306,1,166,-0.02,10618,1143,3451,94.5846153846154,235.815384615385,6.59415384615385,14.1818461538462,2.01,4611304,1847005,1719911,114309,1629348,4408685,6351223,7677008,24399385,54742992,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,511
60129,19607,20356,0.963204951856946,759,0.07,10118,1794,3956,112.947368421053,186.447368421053,7.81314069487444,12.2249054007568,3.38,3165665,1682594,1742785,131156,3476446,10017865,7450826,11381074,24690590,68938599,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,512
26801,19600,19600,1,1226,0.14,13425,3428,1500,24,65.1666666666667,7.07565789473684,18.8511208576998,2.6,17401536,5443939,3827729,214707,5203899,19098213,9332456,23165012,106978861,92327188,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,513
37535,19812,19812,1,754,-0.57,11705,1232,4916,43.859649122807,101.062857678957,14.1902834008097,27.3493400304546,7.99,7752953,2827026,2551809,111731,2593401,9886654,6536741,17207404,80318429,56168745,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,514
17000,17091,18055,0.946607587925782,171,-0.3,5791,3374,2095,26.7307692307692,71.8557692307692,4.22175480769231,10.8272235576923,2.98,5242742,2058711,1879140,108142,1477333,3373366,3964056,5807094,13161027,38076590,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,515
27697,19624,19077,1.02867327147874,563,1.49,10789,2721,3795,38,74,7.93884220354809,16.4150326797386,1.91,9022935,3313014,4093873,237075,2644464,5562818,6400381,19943626,19344636,64568597,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,516
24812,21613,20917,1.03327437012956,169,-0.04,9524,2811,6494,27.9411764705882,42.3411764705882,12.6252723311547,19.2919389978214,5.31,20234093,4876996,4114334,285571,2769775,21059944,8243642,11307594,199385483,89590407,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,517
57349,20209,19200,1.05255208333333,520,0.47,11961,1055,4220,25.7803921568627,45.4089635854342,6.28200435729847,10.9220043572985,8.19,26046775,8751351,5067574,273955,5864042,19389705,13931815,13396622,59915083,159056238,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,518
8855,16656,19068,0.873505349276274,8,-0.28,10927,2739,734,33.5892857142857,94.875,5.38144841269841,13.6195436507937,6.86,8274610,2286610,2564589,150754,3817736,5967383,3972579,8466283,39872804,41006407,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,519
17693,18418,18418,1,958,0.27,13102,2538,1058,122.781512605042,250.581512605042,13.1543121313566,23.0358452324019,2.57,9212002,4011207,2646287,184441,3364549,22291519,12651332,15581573,153765754,111411127,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,520
87397,20078,19800,1.0140404040404,1400,3.07,14697,790,2820,68.4,133.2,11.8098039215686,17.7921568627451,5.35,13318845,7031376,9129802,618665,8083744,40943372,25495928,85075308,77835126,250308815,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,521
14778,18354,20356,0.901650618982118,676,-0.17,9812,3137,1792,150.323529411765,291.323529411765,7.69934640522876,14.2091503267974,9.83,4279699,1698496,1577733,116782,2693523,2322222,3521517,6116836,16994947,41703891,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,522
8686,13093,15711,0.833365158169435,170,-0.42,6282,3072,1364,24,60.7407407407407,5.33333333333333,11.9670781893004,9.76,4392676,2043649,1509160,128999,2691333,1937203,2538110,4850223,13253293,34507484,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,523
14517,14848,19077,0.778319442260313,42,0.33,9809,339,478,69.6,202.785185185185,7.73333333333333,17.7962139917695,2.11,3059211,1619997,1359565,109325,1621459,3702486,5534232,6788739,17484304,51274215,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,524
102125,17923,17923,1,337,1.27,8801,2198,4895,15.4285714285714,35.5416666666667,5.73214285714286,12.9580439814815,2.59,11967395,4122135,7102221,456652,4253981,34089070,20480068,76860691,57820971,148799405,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,525
489,18717,18717,1,26,0.71,8821,3235,5071,25.5272727272727,68.7550505050505,6.87272727272727,18.0097643097643,3.39,12687808,6253304,8820009,613276,6993532,44899255,22258385,78986445,101422593,234802240,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,526
14959,17003,16903,1.00591610956635,310,-0.14,9874,1415,1307,40.3714285714286,100.331954887218,4.82380952380952,11.2292676134781,1.78,4154434,1885102,1822718,118147,1464218,4924553,6159105,9298931,17607076,62549767,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,527
96,18055,18055,1,330,0.06,6400,2281,2634,31.3714285714286,71.8436507936508,6.10714285714286,12.2406374007936,4.34,10069615,3389709,2846346,174122,3840879,10531936,8613957,15370740,20319597,68153100,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,528
11254,18171,20356,0.892660640597367,862,-0.22,9725,1736,2810,162,269.090909090909,5.68361344537815,11.3294499618029,4,4324372,2416018,1467560,72707,2033133,6436479,3045642,4941710,21109204,32342495,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,529
36437,18997,18997,1,1298,0.1,14651,202,1524,70.1414141414141,174.166228037196,5.65774821384577,12.4799717809946,6.42,28784085,10536192,6365112,376433,5317660,33361133,21536065,24828085,196637691,229082631,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,530
16328,17583,17583,1,304,-0.37,9539,724,3987,33.012987012987,57.7719613719614,5.51334776334776,9.52360417360417,6.86,8274610,2286610,2564589,150754,3817736,5967383,3972579,8466283,23913466,41006407,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,531
75315,19923,19800,1.00621212121212,1226,2.24,14718,755,2600,95.8416666666667,135.913095238095,8.28745574618736,12.781007333489,4.36,10901338,4665492,7149911,487342,7354952,37026867,26411754,87520027,73918621,182995249,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,532
14340,14462,19077,0.758085652880432,77,0.07,9974,268,583,21.3087557603687,40.611786063399,10.6508960573477,19.5081351145867,3.9,6244834,2319418,1568711,105588,3928571,6056181,4834560,4638256,19837999,43701093,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,533
427,19596,19596,1,2103,0.09,14521,1893,1194,15.8666666666667,36.8666666666667,4.53333333333333,10.95,7.97,14938083,6758079,9751725,635851,6897128,39169380,19351810,77486644,333355477,218783254,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,534
31085,18055,18055,1,44,-0.23,11758,1142,1409,43.2285714285714,71.2285714285714,5.12698412698413,9.18253968253968,3.59,10590857,3519313,3113115,207181,3882400,12706758,11679725,19748027,85561300,100254875,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,535
26669,14540,17923,0.811248116944708,183,-0.38,7094,3351,1653,24.736231884058,46.5140096618357,7.4094584286804,14.5732011187389,2.79,19098630,5678654,4089832,189406,3193140,12204533,6638313,18594539,35936434,73637919,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,536
11401,14312,17794,0.804316061593796,155,-0.37,9964,451,235,24.8768328445748,56.9601661779081,5.17436461388074,11.724711836103,1.27,3556752,1685950,1423964,75678,1404417,2247982,3275627,3894612,12807875,33104903,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,537
7929,14543,18717,0.776994176417161,6,-0.59,7811,804,993,40.9364548494983,103.469788182832,5.7135955831608,16.3498918794571,2.42,4413733,2436352,1563833,108757,4480685,13799588,5867214,9626480,70322926,48831470,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,538
65265,19812,19812,1,660,-0.65,11343,602,5706,17.5483870967742,42.0483870967742,8.71794871794872,21.3418803418803,10.81,24459814,6094804,5130236,311980,3449228,27097875,11597606,23517884,97529650,106590290,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,539
21609,15640,20356,0.768323835724111,505,-0.48,9704,645,590,124.666666666667,425.666666666667,3.86666666666667,12.9090196078431,3.4,2824849,1591956,1361535,103560,1192555,3939256,6223794,7562711,18611981,56943286,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,540
19339,19306,19200,1.00552083333333,175,-0.37,12042,1940,1324,32.8363636363636,74.169696969697,4.71575757575758,10.0088792688793,4.23,7258540,3045135,1391729,77424,4503906,10074674,3940510,3657634,50600052,29263035,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,541
292,18997,18997,1,800,-0.29,14651,146,990,33.3666666666667,71.8428571428571,4.43333333333333,9.52116402116402,6.86,25971277,8221475,5033493,266261,3830963,17430903,12465275,13265708,180707461,150222492,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,542
235,18203,18203,1,498,-0.03,14899,1230,523,53.6666666666667,114.238095238095,5.44444444444444,10.8563869992441,1.86,9689798,3555979,4236864,266656,2268727,8223591,9363084,24091378,62672955,90166703,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,543
42903,19800,19800,1,1022,0.28,14769,1031,2403,54.4444444444444,96.0444444444445,6.68335053319573,11.8214310285518,4.56,18032573,6222011,4137522,220096,6294111,15142330,12569999,29253875,52034084,107833763,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,544
24102,17462,20917,0.834823349428694,45,-0.26,9709,3337,6260,26.8571428571429,46.961038961039,10.952380952381,20.0803957946815,5.91,26573398,6467921,5585706,359779,5067217,27339770,13724159,21913574,205665309,120918493,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,545
58817,19596,19596,1,2471,0.15,14509,2133,1315,25.1428571428571,50.8571428571429,8.7891156462585,17.6462585034014,4.12,13062667,6167959,8501804,559366,4957244,39563286,18959773,73039557,333749383,210327835,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,546
144,14670,17923,0.818501366958656,144,-0.19,7222,3153,1849,27.2,52.4272727272727,6.48888888888889,12.3373737373737,1.99,4952120,1937643,2101161,141905,3913239,10487294,7578255,11495371,34219195,66738305,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,547
12333,14624,19068,0.76693937486889,4,-0.64,10908,1966,786,22.8571428571429,55.5844155844156,3.49206349206349,8.34054834054834,7.89,5528917,2532522,2605928,165948,3377852,3902971,3560844,8614660,37808392,45723206,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,548
19539,12874,16903,0.761639945571792,162,-0.41,9099,934,1034,19.9365079365079,44.8910533910534,4.48677248677249,9.75697450697451,2.49,3527232,1609218,1535907,85322,1913948,3848723,3182777,4997114,16531246,39168862,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,549
20645,17583,17583,1,339,-0.41,9896,1437,2066,114.666666666667,181.333333333333,7.65311653116531,12.1987353206865,2.32,11606452,4175459,2758307,199324,3390979,21943772,12556700,15428701,39889855,107483351,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,550
42851,20171,19200,1.05057291666667,453,-0.07,12384,983,2612,12.7636363636364,26.2764568764569,4.62731934731935,10.0867977606439,10.06,10510216,3504307,2440793,128753,4682017,13679055,8174899,16694481,54204433,62918177,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,551
51233,18997,18997,1,909,-0.19,14651,218,1235,40.3636363636364,95.2097902097902,5.93939393939394,14.1530691530692,7.89,23225584,8467387,5074832,281455,3391079,15366491,12053540,13414085,178643049,154939291,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,552
25833,19600,19600,1,1052,-0.22,13622,3192,1130,85.5,218.310526315789,8.12013157894737,20.8171648199446,2.62,17060720,5353301,3446479,187111,2920008,13019604,8105424,19346649,100900252,80331875,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,553
55978,18055,18055,1,305,0.2,6919,909,2920,55.8545454545455,122.027622377622,6.39399350649351,14.0468523663836,2.61,9168556,3426375,3970095,233597,2227206,6048769,6297316,19714091,15836430,58064928,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,554
200,19393,19393,1,660,0.41,12683,1710,3058,74.4,201.45303030303,4.42710027100271,11.6108756946155,2.08,9649007,4347224,3009240,237647,3006452,22688382,15401513,20217471,57100107,139325592,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,555
20120,18046,20491,0.880679322629447,7,-0.49,8692,4003,2041,25.9326923076923,41.3173076923077,9.45093101343101,15.0431166056166,4.3,9963655,3243429,2826304,174356,4332130,11630928,8703397,15446210,32189282,76873970,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,556
7898,17923,17923,1,223,0.24,7905,3417,4161,28.6153846153846,46.3736263736264,11.525641025641,18.5976800976801,4.55,21746525,5136923,4618500,293799,2703671,20181200,9074258,12349928,43913101,90841983,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,557
50827,19068,19068,1,31,1.85,11190,1373,3034,23.5480769230769,38.4052197802198,6.85576923076923,11.2367216117216,7.97,14938083,6758079,9751725,635851,6897128,39169380,19351810,77486644,73074801,218783254,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,558
70395,18997,18846,1.00801231030457,555,2.55,6849,4378,5056,48.4962121212121,76.4962121212121,8.12168034511784,13.3896697631073,3.02,11429008,4620844,6564893,423504,4821427,37401364,18769027,74991800,62151673,130892570,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,559
15342,17583,17583,1,576,-0.36,9938,1695,2440,52.8951048951049,86.3310023310023,10.5707625707626,17.9195619195619,3.01,6399194,1696490,1314668,74269,1877852,6361289,3580542,4019196,24307372,32550988,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,560
25450,18762,20356,0.921693849479269,818,0.3,10882,1511,2968,100.070175438596,210.470175438596,7.86570347437221,13.324527003784,3.38,3165665,1682594,1742785,131156,3476446,10017865,7450826,11381074,24690590,68938599,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,561
377,18624,18624,1,1470,1.35,14635,947,1590,12.034188034188,26.334188034188,9.91452991452991,20.4561965811966,4.16,10877090,3939715,3265897,204353,3641393,11284692,12867151,32271406,104659490,117126074,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,562
16549,20073,19200,1.04546875,457,0.09,12004,1894,2481,13.9487179487179,32.2820512820513,6.44558404558405,14.8381766381766,6.17,22894238,5510991,4184293,287767,4737651,23349966,9841697,10951555,63875344,89962817,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,563
42747,18997,18997,1,1159,-0.12,14631,120,1563,16,38,5.38803418803419,12.1347008547009,6.67,23346969,8150275,5141435,275003,3822173,15514740,12347385,13906726,178791298,156466627,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,564
41,16988,17794,0.954703832752613,286,0.05,10330,997,951,107.076923076923,364.476923076923,5.14343891402715,14.8479732277526,3.11,3379847,1734114,1388779,87983,1022260,2402188,4018917,4665765,12962081,42933795,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,565
40132,19600,19600,1,1218,0.65,13084,3377,1531,30.8923076923077,50.0637362637363,12.2620367486764,20.1878898429506,9.05,21811919,6636535,4601568,207587,3938697,19121208,9161661,29762495,107001856,89386226,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,566
21614,18717,18717,1,12,-0.44,8875,2518,4241,86.4,264.757142857143,6.37647058823529,17.6037114845938,3.76,3886063,2481000,2148851,172595,7014210,13425091,13509941,22154707,69948429,100934149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,567
10084,19393,19393,1,571,-0.04,12530,2388,2471,82.6666666666667,160.888888888889,6.71604938271605,13.3251028806584,3.55,4090506,2278419,1718960,142669,1079871,4693740,5918988,8803471,39105465,65182252,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,568
17133,18501,18418,1.00450646107069,903,0.24,13098,2489,1415,122.666666666667,260.777777777778,10.946928635953,20.3222673893406,2.83,9127765,4217620,2742471,204588,2964931,20513560,12335745,15840184,151987795,107223817,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,569
129265,18055,18055,1,102,2.12,11767,1241,3039,22,43,7.59523809523809,14.9285714285714,4.94,19211775,7819017,10049318,653955,7346319,45164145,24214143,83979618,118018687,246189481,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,570
46730,19068,19068,1,14,0.37,11162,1573,2111,42.9,68.9,6.83571428571429,10.9785714285714,6.2,11128209,3810082,5123832,289935,4566708,7432822,7004940,23902567,41338243,70707657,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,571
656,18624,18624,1,1547,3.32,14297,815,2128,15.1666666666667,27.2575757575758,11.8043981481481,20.9123526936027,3.92,17634890,6151863,8212932,553762,4097804,41424310,26915407,100200815,134799108,207635788,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,572
12158,20056,20917,0.958837309365588,43,-0.09,9919,1957,7560,57.3333333333333,112.69696969697,5.59803921568627,11.2951574569222,6.32,20680468,5680280,4666190,324489,5804642,23118997,15005944,23009264,201444536,125037827,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,573
70116,20212,19200,1.05270833333333,504,1.5,10856,840,5433,11.6666666666667,22.8666666666667,3.78518518518519,7.42518518518519,5.2,15532615,6862087,8647905,581943,7016753,41174341,20331681,73017599,81699719,215233805,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,574
170,18997,18997,1,1624,0.65,14637,293,1441,28,77.6363636363636,4.14285714285714,10.8761904761905,6.2,28824876,9744947,7592736,405442,4579935,18896342,15497636,28701992,182172900,179923742,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,575
15218,19600,19600,1,1188,0.14,12945,4104,1308,21,37.8636363636364,8.02680311890838,14.4593633705476,3.55,17586198,5418727,3585666,181178,3259244,13083277,5807697,17552205,100963925,72386343,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,576
9710,15613,18717,0.834161457498531,15,-0.51,8025,1044,2424,32.4,69.7333333333333,7.86666666666667,16.6166666666667,1.99,4952120,1937643,2101161,141905,3913239,10487294,7578255,11495371,67010632,66738305,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,577
19955,18588,18846,0.986310092327284,398,0.77,6244,3873,5450,46.6666666666667,81.6666666666667,8.03333333333333,13.1333333333333,3.97,10937700,4002065,2793142,149436,4833472,14064478,7822972,14619653,38814787,60218711,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,578
16147,18306,18306,1,206,0.18,10625,2197,2974,53.2,128.45,3.54666666666667,8.995,1.56,3001754,1543792,1396720,91255,1574712,3785050,5480504,6791558,23775750,47114394,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,579
19138,17206,20356,0.84525447042641,686,0,9837,1328,2067,158,295.454545454545,5.46968325791855,13.7211024269848,9.83,7576048,2875190,2516624,124036,2211244,10040860,7280031,17978557,24713585,65997637,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,580
902,20562,20562,1,84,0.67,15006,2041,2123,29.4,86.4,5.11064814814815,11.8467592592593,2.64,11082165,4138092,6884866,481249,3870355,36043644,22625780,80120174,249063442,170928734,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,581
70,15711,19068,0.823945877910636,6,-0.47,10633,1836,1502,17.1818181818182,35.0484848484848,4.40151515151515,8.97929292929293,6.11,5719483,2259223,2416768,146608,3373408,4035422,3933914,7850734,37940843,43403784,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,582
54612,19812,19812,1,791,-0.38,11676,740,5499,78.6545454545455,197.987878787879,8.7468758883393,17.0783330490648,8.29,13247526,5289148,3738331,231231,4135635,27650483,15779149,28125944,98082258,132944570,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,583
22573,15921,18055,0.881805594018278,167,-0.34,5822,903,2299,36.4,117.4,4.00555555555556,12.8857638888889,4.3,3569264,2148815,1452191,109610,1038350,2518918,2853220,4426184,12306579,33080477,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,584
14788,17583,17583,1,389,-0.5,9838,1658,2338,24.4363636363636,44.4363636363636,6.10909090909091,11.8868686868687,2.57,6169336,1789542,1534630,97894,1895492,4097379,3368020,4507342,22043462,34867347,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,585
26495,20860,20917,0.997274943825596,38,-0.07,9479,1349,8288,56.3333333333333,92.0833333333333,6.74074074074074,14.6851851851852,4.6,20861295,5152880,4401145,318396,2320045,22135774,11219970,15609411,200461313,112971312,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,586
48237,19800,19800,1,1242,0.91,14530,1861,1925,77.1428571428571,148.21978021978,6.45658263305322,11.5651799181211,3.76,3886063,2481000,2148851,172595,7014210,13425091,13509941,22154707,50316845,100934149,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,587
33072,18624,18624,1,1648,1.04,14447,875,1890,19,31.047619047619,17.2222222222222,26.957671957672,9.77,11718055,3889528,2901262,210264,2779779,12843235,11073993,33996894,127798743,106640115,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,588
112557,18179,18055,1.0068679036278,79,1.02,11795,2235,2149,21,51.6666666666667,5.14285714285714,13.3414965986395,7.93,29294643,9540047,6293373,334653,5934255,38484310,19745630,28209726,127860197,191582236,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,589
13352,17923,17923,1,258,0.33,7522,2177,5458,16.9230769230769,35.9802197802198,6.82692307692308,15.2876373626374,2.83,5207447,1865103,2107310,102387,3654407,4455466,4650057,7738142,34809228,47541116,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,590
5737,17348,19068,0.909796517726033,13,-0.3,10659,2996,2092,28,49.247619047619,8.83333333333333,17.826455026455,6.67,5654492,2188641,2654447,156114,3744174,4045781,3244491,7409311,33562258,36945433,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,591
39825,18203,18203,1,1277,0.73,14591,1236,1093,46.125,107.515977443609,7.43571428571429,17.0691430958348,3.43,11725770,3811052,3945211,226973,4499425,10883256,8899997,22804673,82553005,66428264,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,592
31167,16983,18055,0.940625865411243,281,0.04,6425,333,3557,42.75,106.638888888889,4.27734375,10.9936631944444,4.83,3543180,2303797,1584117,93790,1706527,6303201,7245120,7703285,16025492,57723865,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,593
3621,17583,17583,1,541,-0.3,9376,1156,1487,38.5,70.9920634920635,6.66666666666667,12.0756723985891,2.01,5819903,1791753,1261137,83029,1380152,6978201,3849456,4129784,37581350,37448899,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,594
24625,20356,20356,1,864,0.11,9802,3314,3161,110,198.166666666667,8.44052287581699,14.5938997821351,5.94,19997803,4823179,4203323,277429,2198772,21084565,9677009,11527122,40037357,94557809,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,595
10072,15877,15711,1.0105658455859,280,-0.13,6496,2775,4080,84.3333333333333,135.761904761905,7.09876543209876,11.5749559082892,3.55,4093109,2241678,1689632,140031,1014912,5179656,4561615,5389758,16670111,48124732,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,596
23825,19671,20491,0.959982431311307,9,-0.51,8595,5590,2706,94.1904761904762,158.390476190476,10.4379059663613,16.0395319826214,2.79,9016498,3939608,2667156,200663,3300858,23582288,9835657,12555600,40561264,91987156,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,597
