Season,Home,Away,Date,Num_Secondary_Transactions,Avg_Markup_Over_Full_STM_Price
2017-18,DET,MIN,2017-10-25,3,-70.1%
2017-18,GSW,TOR,2017-10-25,2473,36.6%
2017-18,LAL,WAS,2017-10-25,723,-17.2%
2017-18,MIA,SAS,2017-10-25,853,9.4%
2017-18,OKC,IND,2017-10-25,435,-4.5%
2017-18,PHX,UTA,2017-10-25,147,-46.9%
2017-18,BOS,NYK,2017-10-24,928,6.4%
2017-18,CLE,CHI,2017-10-24,25,-28.0%
2017-18,LAC,UTA,2017-10-24,13,-51.2%
2017-18,ORL,BRK,2017-10-24,123,-44.5%
2017-18,POR,NOP,2017-10-24,389,12.2%
2017-18,DAL,GSW,2017-10-23,355,61.1%
2017-18,DET,PHI,2017-10-23,9,-51.5%
2017-18,HOU,MEM,2017-10-23,15,-60.3%
2017-18,MIA,ATL,2017-10-23,510,-46.2%
2017-18,MIL,CHA,2017-10-23,12,-56.7%
2017-18,PHX,SAC,2017-10-23,121,-48.9%
2017-18,SAS,TOR,2017-10-23,362,-27.4%
2017-18,LAL,NOP,2017-10-22,989,-8.9%
2017-18,OKC,MIN,2017-10-22,681,33.0%
2017-18,CHI,SAS,2017-10-21,161,2.0%
2017-18,CLE,ORL,2017-10-21,58,3.2%
2017-18,HOU,DAL,2017-10-21,36,18.2%
2017-18,LAC,PHX,2017-10-21,27,-26.2%
2017-18,MEM,GSW,2017-10-21,417,201.3%
2017-18,MIA,IND,2017-10-21,853,0.6%
2017-18,MIL,POR,2017-10-21,13,-42.4%
2017-18,NYK,DET,2017-10-21,153,-63.8%
2017-18,TOR,PHI,2017-10-21,816,56.4%
2017-18,UTA,OKC,2017-10-21,138,67.6%
2017-18,CHA,ATL,2017-10-20,145,20.5%
2017-18,DAL,SAC,2017-10-20,246,-24.2%
2017-18,IND,POR,2017-10-20,128,-23.0%
2017-18,MIL,CLE,2017-10-20,23,14.2%
2017-18,NOP,GSW,2017-10-20,627,170.2%
2017-18,PHX,LAL,2017-10-20,272,15.9%
2017-18,WAS,DET,2017-10-20,635,-28.7%
2017-18,LAL,LAC,2017-10-19,1183,73.3%
2017-18,OKC,NYK,2017-10-19,766,104.9%
2017-18,TOR,CHI,2017-10-19,620,75.0%
2017-18,BOS,MIL,2017-10-18,911,64.3%
2017-18,DAL,ATL,2017-10-18,302,-18.9%
2017-18,IND,BRK,2017-10-18,127,-28.6%
2017-18,MEM,NOP,2017-10-18,233,-4.7%
2017-18,ORL,MIA,2017-10-18,85,12.0%
2017-18,PHX,POR,2017-10-18,199,-31.6%
2017-18,SAC,HOU,2017-10-18,365,24.6%
2017-18,SAS,MIN,2017-10-18,544,6.3%
2017-18,UTA,DEN,2017-10-18,132,14.8%
2017-18,WAS,PHI,2017-10-18,619,25.0%
2017-18,CLE,BOS,2017-10-17,77,210.0%
2017-18,GSW,HOU,2017-10-17,2058,146.4%
2016-17,BOS,MIL,2017-04-12,753,13.0%
2016-17,CHI,BRK,2017-04-12,145,0.5%
2016-17,CLE,TOR,2017-04-12,126,23.1%
2016-17,GSW,LAL,2017-04-12,2572,84.8%
2016-17,HOU,MIN,2017-04-12,70,-19.1%
2016-17,IND,ATL,2017-04-12,275,-5.3%
2016-17,LAC,SAC,2017-04-12,545,-38.2%
2016-17,MEM,DAL,2017-04-12,202,-34.2%
2016-17,MIA,WAS,2017-04-12,1355,41.8%
2016-17,NYK,PHI,2017-04-12,440,32.9%
2016-17,OKC,DEN,2017-04-12,816,27.0%
2016-17,ORL,DET,2017-04-12,352,10.2%
2016-17,POR,NOP,2017-04-12,442,1.6%
2016-17,UTA,SAS,2017-04-12,38,24.5%
2016-17,ATL,CHA,2017-04-11,191,-51.9%
2016-17,DAL,DEN,2017-04-11,508,-2.1%
2016-17,LAL,NOP,2017-04-11,978,-24.7%
2016-17,SAC,PHX,2017-04-11,624,-34.0%
2016-17,BOS,BRK,2017-04-10,640,-7.6%
2016-17,CHI,ORL,2017-04-10,112,3.0%
2016-17,DET,WAS,2017-04-10,206,53.8%
2016-17,GSW,UTA,2017-04-10,2181,31.6%
2016-17,LAC,HOU,2017-04-10,731,-12.3%
2016-17,MIA,CLE,2017-04-10,1579,133.4%
2016-17,MIL,CHA,2017-04-10,169,-1.9%
2016-17,PHI,IND,2017-04-10,52,-34.4%
2016-17,POR,SAS,2017-04-10,545,33.0%
2016-17,ATL,CLE,2017-04-09,669,106.3%
2016-17,DEN,OKC,2017-04-09,67,58.1%
2016-17,LAL,MIN,2017-04-09,927,-25.7%
2016-17,MEM,DET,2017-04-09,248,-15.1%
2016-17,NYK,TOR,2017-04-09,397,12.2%
2016-17,PHX,DAL,2017-04-09,345,-31.9%
2016-17,SAC,HOU,2017-04-09,855,-22.1%
2016-17,CHA,BOS,2017-04-08,360,63.9%
2016-17,GSW,NOP,2017-04-08,2696,75.9%
2016-17,ORL,IND,2017-04-08,370,9.5%
2016-17,PHI,MIL,2017-04-08,95,18.1%
2016-17,POR,UTA,2017-04-08,699,31.1%
2016-17,SAS,LAC,2017-04-08,899,65.7%
2016-17,WAS,MIA,2017-04-08,812,60.3%
2016-17,CLE,ATL,2017-04-07,170,19.2%
2016-17,DAL,SAS,2017-04-07,550,68.9%
2016-17,DEN,NOP,2017-04-07,32,6.5%
2016-17,HOU,DET,2017-04-07,69,-12.5%
2016-17,LAL,SAC,2017-04-07,815,-29.4%
2016-17,MEM,NYK,2017-04-07,286,23.3%
2016-17,PHX,OKC,2017-04-07,456,9.2%
2016-17,TOR,MIA,2017-04-07,1004,126.3%
2016-17,UTA,MIN,2017-04-07,16,11.1%
2016-17,ATL,BOS,2017-04-06,504,-5.2%
2016-17,IND,MIL,2017-04-06,246,-15.8%
2016-17,NYK,WAS,2017-04-06,299,-14.1%
2016-17,ORL,BRK,2017-04-06,326,-20.0%
2016-17,PHI,CHI,2017-04-06,89,20.0%
2016-17,POR,MIN,2017-04-06,472,-4.5%
2016-17,BOS,CLE,2017-04-05,720,170.0%
2016-17,CHA,MIA,2017-04-05,70,-1.9%
2016-17,DET,TOR,2017-04-05,209,13.1%
2016-17,HOU,DEN,2017-04-05,70,-31.3%
2016-17,LAC,DAL,2017-04-05,463,-42.0%
2016-17,MEM,OKC,2017-04-05,356,35.0%
2016-17,PHX,GSW,2017-04-05,583,114.1%
2016-17,SAS,LAL,2017-04-05,603,-9.8%
2016-17,CLE,ORL,2017-04-04,68,-8.8%
2016-17,GSW,MIN,2017-04-04,2052,22.5%
2016-17,IND,TOR,2017-04-04,283,-8.3%
2016-17,NOP,DEN,2017-04-04,127,-8.8%
2016-17,NYK,CHI,2017-04-04,301,6.9%
2016-17,OKC,MIL,2017-04-04,584,-7.6%
2016-17,PHI,BRK,2017-04-04,36,-46.6%
2016-17,SAC,DAL,2017-04-04,452,-54.6%
2016-17,SAS,MEM,2017-04-04,333,-22.1%
2016-17,UTA,POR,2017-04-04,23,-5.3%
2016-17,WAS,CHA,2017-04-04,525,-21.3%
2016-17,CLE,IND,2017-04-02,70,28.8%
2016-17,GSW,WAS,2017-04-02,2311,59.3%
2016-17,LAL,MEM,2017-04-02,588,-28.7%
2016-17,MIA,DEN,2017-04-02,1168,-3.4%
2016-17,MIL,DAL,2017-04-02,229,21.0%
2016-17,NOP,CHI,2017-04-02,412,36.6%
2016-17,NYK,BOS,2017-04-02,351,16.1%
2016-17,OKC,CHA,2017-04-02,725,16.4%
2016-17,PHX,HOU,2017-04-02,383,-8.0%
2016-17,SAS,UTA,2017-04-02,611,14.9%
2016-17,TOR,PHI,2017-04-02,909,50.3%
2016-17,CHI,ATL,2017-04-01,271,7.6%
2016-17,LAC,LAL,2017-04-01,634,55.4%
2016-17,POR,PHX,2017-04-01,575,13.4%
2016-17,BOS,ORL,2017-03-31,430,26.7%
2016-17,CHA,DEN,2017-03-31,43,40.5%
2016-17,CLE,PHI,2017-03-31,83,62.5%
2016-17,GSW,HOU,2017-03-31,2847,117.3%
2016-17,MEM,DAL,2017-03-31,320,15.8%
2016-17,MIA,NYK,2017-03-31,1392,50.7%
2016-17,MIL,DET,2017-03-31,191,8.5%
2016-17,NOP,SAC,2017-03-31,382,-9.8%
2016-17,OKC,SAS,2017-03-31,868,77.1%
2016-17,TOR,IND,2017-03-31,913,83.4%
2016-17,UTA,WAS,2017-03-31,32,25.3%
2016-17,CHI,CLE,2017-03-30,445,72.6%
2016-17,DET,BRK,2017-03-30,118,-28.2%
2016-17,PHX,LAC,2017-03-30,286,-4.2%
2016-17,POR,HOU,2017-03-30,718,22.6%
2016-17,BOS,MIL,2017-03-29,334,-10.3%
2016-17,LAC,WAS,2017-03-29,539,-43.5%
2016-17,MEM,IND,2017-03-29,197,-28.6%
2016-17,NOP,DAL,2017-03-29,134,-10.3%
2016-17,NYK,MIA,2017-03-29,234,-18.0%
2016-17,ORL,OKC,2017-03-29,421,57.6%
2016-17,PHI,ATL,2017-03-29,53,-20.3%
2016-17,SAC,UTA,2017-03-29,436,-57.8%
2016-17,SAS,GSW,2017-03-29,818,145.4%
2016-17,TOR,CHA,2017-03-29,651,15.6%
2016-17,ATL,PHX,2017-03-28,180,-53.8%
2016-17,CHA,MIL,2017-03-28,85,9.8%
2016-17,DET,MIA,2017-03-28,149,-17.9%
2016-17,HOU,GSW,2017-03-28,194,136.5%
2016-17,IND,MIN,2017-03-28,191,-22.6%
2016-17,LAL,WAS,2017-03-28,596,-35.7%
2016-17,POR,DEN,2017-03-28,593,12.2%
2016-17,DAL,OKC,2017-03-27,382,5.2%
2016-17,NYK,DET,2017-03-27,57,-24.3%
2016-17,SAC,MEM,2017-03-27,372,-57.6%
2016-17,SAS,CLE,2017-03-27,636,160.0%
2016-17,TOR,ORL,2017-03-27,710,25.9%
2016-17,UTA,NOP,2017-03-27,20,-10.1%
2016-17,ATL,BRK,2017-03-26,279,-40.2%
2016-17,BOS,MIA,2017-03-26,160,25.0%
2016-17,CHA,PHX,2017-03-26,73,24.5%
2016-17,DEN,NOP,2017-03-26,40,8.6%
2016-17,GSW,MEM,2017-03-26,2452,76.6%
2016-17,HOU,OKC,2017-03-26,199,72.4%
2016-17,IND,PHI,2017-03-26,178,-29.4%
2016-17,LAC,SAC,2017-03-26,310,-44.5%
2016-17,LAL,POR,2017-03-26,756,-28.9%
2016-17,MIL,CHI,2017-03-26,282,60.7%
2016-17,CLE,WAS,2017-03-25,137,105.8%
2016-17,DAL,TOR,2017-03-25,442,5.2%
2016-17,LAC,UTA,2017-03-25,411,-28.2%
2016-17,POR,MIN,2017-03-25,692,30.5%
2016-17,SAS,NYK,2017-03-25,777,44.4%
2016-17,BOS,PHX,2017-03-24,183,18.8%
2016-17,CHA,CLE,2017-03-24,418,313.5%
2016-17,CHI,PHI,2017-03-24,131,5.6%
2016-17,GSW,SAC,2017-03-24,2255,50.3%
2016-17,HOU,NOP,2017-03-24,115,-3.7%
2016-17,IND,DEN,2017-03-24,212,-18.3%
2016-17,LAL,MIN,2017-03-24,1017,-6.9%
2016-17,MIL,ATL,2017-03-24,147,-14.1%
2016-17,ORL,DET,2017-03-24,269,-15.7%
2016-17,WAS,BRK,2017-03-24,525,-4.8%
2016-17,DAL,LAC,2017-03-23,269,-1.7%
2016-17,MIA,TOR,2017-03-23,1131,2.6%
2016-17,POR,NYK,2017-03-23,452,21.1%
2016-17,SAS,MEM,2017-03-23,359,-4.3%
2016-17,BOS,IND,2017-03-22,57,-23.1%
2016-17,CHI,DET,2017-03-22,79,-0.1%
2016-17,DEN,CLE,2017-03-22,112,210.1%
2016-17,OKC,PHI,2017-03-22,475,-7.4%
2016-17,ORL,CHA,2017-03-22,218,-33.6%
2016-17,SAC,MIL,2017-03-22,435,-53.3%
2016-17,UTA,NYK,2017-03-22,27,32.3%
2016-17,WAS,ATL,2017-03-22,486,-18.5%
2016-17,DAL,GSW,2017-03-21,617,168.8%
2016-17,LAL,LAC,2017-03-21,920,-7.9%
2016-17,MIA,PHX,2017-03-21,805,-34.8%
2016-17,NOP,MEM,2017-03-21,220,-30.9%
2016-17,POR,MIL,2017-03-21,462,-7.4%
2016-17,TOR,CHI,2017-03-21,857,75.5%
2016-17,BOS,WAS,2017-03-20,144,3.1%
2016-17,CHA,ATL,2017-03-20,20,24.2%
2016-17,HOU,DEN,2017-03-20,77,-41.8%
2016-17,IND,UTA,2017-03-20,192,-28.0%
2016-17,LAC,NYK,2017-03-20,469,-9.5%
2016-17,OKC,GSW,2017-03-20,943,181.4%
2016-17,ORL,PHI,2017-03-20,216,-31.2%
2016-17,DET,PHX,2017-03-19,154,11.4%
2016-17,LAL,CLE,2017-03-19,1406,77.4%
2016-17,MIA,POR,2017-03-19,1068,-12.4%
2016-17,NOP,MIN,2017-03-19,191,6.7%
2016-17,PHI,BOS,2017-03-19,168,70.1%
2016-17,SAS,SAC,2017-03-19,494,-6.1%
2016-17,TOR,IND,2017-03-19,881,65.6%
2016-17,ATL,POR,2017-03-18,434,-15.5%
2016-17,CHA,WAS,2017-03-18,205,45.7%
2016-17,CHI,UTA,2017-03-18,284,9.5%
2016-17,DEN,HOU,2017-03-18,76,27.3%
2016-17,GSW,MIL,2017-03-18,2522,74.2%
2016-17,LAC,CLE,2017-03-18,903,198.9%
2016-17,MEM,SAS,2017-03-18,525,91.0%
2016-17,OKC,SAC,2017-03-18,1054,40.3%
2016-17,DET,TOR,2017-03-17,167,53.6%
2016-17,LAL,MIL,2017-03-17,855,-23.2%
2016-17,MIA,MIN,2017-03-17,1044,-18.3%
2016-17,NOP,HOU,2017-03-17,480,52.4%
2016-17,PHI,DAL,2017-03-17,78,10.5%
2016-17,PHX,ORL,2017-03-17,210,-27.1%
2016-17,WAS,CHI,2017-03-17,889,69.3%
2016-17,ATL,MEM,2017-03-16,492,-27.0%
2016-17,CLE,UTA,2017-03-16,90,14.6%
2016-17,DEN,LAC,2017-03-16,42,16.6%
2016-17,GSW,ORL,2017-03-16,2110,17.4%
2016-17,NYK,BRK,2017-03-16,136,-2.7%
2016-17,TOR,OKC,2017-03-16,1005,124.4%
2016-17,BOS,MIN,2017-03-15,187,-4.9%
2016-17,CHI,MEM,2017-03-15,107,-2.9%
2016-17,DET,UTA,2017-03-15,102,-35.3%
2016-17,HOU,LAL,2017-03-15,150,21.8%
2016-17,IND,CHA,2017-03-15,141,-29.8%
2016-17,LAC,MIL,2017-03-15,461,-39.6%
2016-17,MIA,NOP,2017-03-15,1167,-14.7%
2016-17,PHX,SAC,2017-03-15,254,-33.9%
2016-17,SAS,POR,2017-03-15,940,19.7%
2016-17,WAS,DAL,2017-03-15,582,-14.4%
2016-17,CLE,DET,2017-03-14,74,7.6%
2016-17,GSW,PHI,2017-03-14,1984,18.6%
2016-17,NOP,POR,2017-03-14,288,-31.3%
2016-17,NYK,IND,2017-03-14,96,-11.7%
2016-17,CHA,CHI,2017-03-13,189,35.8%
2016-17,DEN,LAL,2017-03-13,75,44.3%
2016-17,MEM,MIL,2017-03-13,315,-23.3%
2016-17,SAC,ORL,2017-03-13,310,-59.5%
2016-17,SAS,ATL,2017-03-13,783,11.3%
2016-17,TOR,DAL,2017-03-13,951,45.4%
2016-17,UTA,LAC,2017-03-13,26,22.6%
2016-17,BOS,CHI,2017-03-12,312,82.4%
2016-17,HOU,CLE,2017-03-12,341,185.2%
2016-17,IND,MIA,2017-03-12,258,6.9%
2016-17,LAL,PHI,2017-03-12,978,-21.3%
2016-17,PHX,POR,2017-03-12,281,-20.8%
2016-17,CHA,NOP,2017-03-11,192,45.6%
2016-17,DAL,PHX,2017-03-11,514,10.2%
2016-17,DET,NYK,2017-03-11,191,68.8%
2016-17,LAC,PHI,2017-03-11,463,-25.9%
2016-17,MEM,ATL,2017-03-11,397,23.4%
2016-17,MIA,TOR,2017-03-11,1406,18.9%
2016-17,MIL,MIN,2017-03-11,207,18.7%
2016-17,OKC,UTA,2017-03-11,929,30.7%
2016-17,ORL,CLE,2017-03-11,508,214.4%
2016-17,POR,WAS,2017-03-11,741,30.1%
2016-17,SAC,DEN,2017-03-11,653,-42.7%
2016-17,SAS,GSW,2017-03-11,1064,266.4%
2016-17,ATL,TOR,2017-03-10,421,-20.0%
2016-17,CHA,ORL,2017-03-10,76,24.7%
2016-17,CHI,HOU,2017-03-10,274,12.2%
2016-17,DAL,BRK,2017-03-10,486,-0.2%
2016-17,DEN,BOS,2017-03-10,69,49.2%
2016-17,MIL,IND,2017-03-10,149,-24.3%
2016-17,SAC,WAS,2017-03-10,634,-42.6%
2016-17,DET,CLE,2017-03-09,260,107.0%
2016-17,MEM,LAC,2017-03-09,225,18.4%
2016-17,OKC,SAS,2017-03-09,525,33.6%
2016-17,PHX,LAL,2017-03-09,327,-12.6%
2016-17,POR,PHI,2017-03-09,380,-14.4%
2016-17,ATL,BRK,2017-03-08,163,-57.7%
2016-17,DEN,WAS,2017-03-08,25,-21.0%
2016-17,GSW,BOS,2017-03-08,2663,80.1%
2016-17,HOU,UTA,2017-03-08,65,-39.3%
2016-17,IND,DET,2017-03-08,174,-36.6%
2016-17,MIA,CHA,2017-03-08,966,-29.4%
2016-17,MIL,NYK,2017-03-08,104,-21.3%
2016-17,NOP,TOR,2017-03-08,133,-0.4%
2016-17,ORL,CHI,2017-03-08,272,21.0%
2016-17,SAS,SAC,2017-03-08,294,-33.0%
2016-17,DAL,LAL,2017-03-07,491,15.3%
2016-17,OKC,POR,2017-03-07,313,-17.3%
2016-17,PHX,WAS,2017-03-07,159,-38.1%
2016-17,ATL,GSW,2017-03-06,631,208.8%
2016-17,CHA,IND,2017-03-06,36,22.5%
2016-17,CLE,MIA,2017-03-06,115,52.1%
2016-17,DEN,SAC,2017-03-06,16,-26.8%
2016-17,DET,CHI,2017-03-06,168,-2.1%
2016-17,LAC,BOS,2017-03-06,690,-4.2%
2016-17,MEM,BRK,2017-03-06,197,-52.1%
2016-17,ORL,NYK,2017-03-06,250,14.4%
2016-17,PHI,MIL,2017-03-06,68,-12.8%
2016-17,SAS,HOU,2017-03-06,716,30.5%
2016-17,UTA,NOP,2017-03-06,15,-18.9%
2016-17,ATL,IND,2017-03-05,254,-30.1%
2016-17,DAL,OKC,2017-03-05,526,17.8%
2016-17,LAL,NOP,2017-03-05,933,-21.2%
2016-17,NYK,GSW,2017-03-05,332,162.5%
2016-17,PHX,BOS,2017-03-05,359,-2.0%
2016-17,SAC,UTA,2017-03-05,625,-42.4%
2016-17,WAS,ORL,2017-03-05,576,-14.1%
2016-17,CHI,LAC,2017-03-04,371,22.6%
2016-17,DEN,CHA,2017-03-04,41,-2.5%
2016-17,HOU,MEM,2017-03-04,103,0.1%
2016-17,MIA,CLE,2017-03-04,1431,174.6%
2016-17,MIL,TOR,2017-03-04,173,4.4%
2016-17,PHI,DET,2017-03-04,121,31.8%
2016-17,POR,BRK,2017-03-04,647,14.9%
2016-17,SAS,MIN,2017-03-04,738,18.1%
2016-17,ATL,CLE,2017-03-03,640,182.0%
2016-17,DAL,MEM,2017-03-03,376,-11.7%
2016-17,LAL,BOS,2017-03-03,1293,29.8%
2016-17,MIL,LAC,2017-03-03,142,5.0%
2016-17,NOP,SAS,2017-03-03,501,45.7%
2016-17,ORL,MIA,2017-03-03,295,43.6%
2016-17,PHI,NYK,2017-03-03,132,84.4%
2016-17,PHX,OKC,2017-03-03,416,12.7%
2016-17,UTA,BRK,2017-03-03,19,7.4%
2016-17,WAS,TOR,2017-03-03,706,18.4%
2016-17,CHI,GSW,2017-03-02,462,131.2%
2016-17,PHX,CHA,2017-03-02,140,-45.3%
2016-17,POR,OKC,2017-03-02,708,39.8%
2016-17,ATL,DAL,2017-03-01,161,-48.7%
2016-17,BOS,CLE,2017-03-01,249,60.8%
2016-17,LAC,HOU,2017-03-01,585,-18.4%
2016-17,MIA,PHI,2017-03-01,939,-32.4%
2016-17,MIL,DEN,2017-03-01,54,-43.7%
2016-17,NOP,DET,2017-03-01,187,-42.1%
2016-17,ORL,NYK,2017-03-01,250,23.8%
2016-17,SAC,BRK,2017-03-01,370,-58.1%
2016-17,SAS,IND,2017-03-01,340,-15.5%
2016-17,TOR,WAS,2017-03-01,838,33.5%
2016-17,UTA,MIN,2017-03-01,15,-20.3%
2016-17,CHI,DEN,2017-02-28,51,4.6%
2016-17,DET,POR,2017-02-28,118,-26.5%
2016-17,LAL,CHA,2017-02-28,526,-36.8%
2016-17,MEM,PHX,2017-02-28,188,-42.3%
2016-17,OKC,UTA,2017-02-28,351,-19.2%
2016-17,WAS,GSW,2017-02-28,844,312.1%
2016-17,BOS,ATL,2017-02-27,107,-18.2%
2016-17,CLE,MIL,2017-02-27,56,23.4%
2016-17,DAL,MIA,2017-02-27,325,-25.0%
2016-17,HOU,IND,2017-02-27,36,-49.6%
2016-17,NYK,TOR,2017-02-27,128,5.9%
2016-17,PHI,GSW,2017-02-27,228,300.8%
2016-17,SAC,MIN,2017-02-27,503,-51.0%
2016-17,DEN,MEM,2017-02-26,34,-14.8%
2016-17,DET,BOS,2017-02-26,160,56.0%
2016-17,LAC,CHA,2017-02-26,431,-42.0%
2016-17,LAL,SAS,2017-02-26,1179,27.6%
2016-17,MIL,PHX,2017-02-26,121,-16.7%
2016-17,OKC,NOP,2017-02-26,660,5.8%
2016-17,TOR,POR,2017-02-26,908,62.2%
2016-17,WAS,UTA,2017-02-26,586,-6.2%
2016-17,CLE,CHI,2017-02-25,116,127.9%
2016-17,DAL,NOP,2017-02-25,525,2.1%
2016-17,GSW,BRK,2017-02-25,2767,72.3%
2016-17,HOU,MIN,2017-02-25,130,-11.9%
2016-17,MIA,IND,2017-02-25,1489,13.0%
2016-17,NYK,PHI,2017-02-25,243,12.3%
2016-17,ORL,ATL,2017-02-25,370,6.2%
2016-17,SAC,CHA,2017-02-25,808,-31.9%
2016-17,ATL,MIA,2017-02-24,563,-3.2%
2016-17,CHI,PHX,2017-02-24,164,5.6%
2016-17,DEN,BRK,2017-02-24,31,-19.0%
2016-17,IND,MEM,2017-02-24,236,0.1%
2016-17,LAC,SAS,2017-02-24,895,42.3%
2016-17,MIL,UTA,2017-02-24,116,-17.7%
2016-17,OKC,LAL,2017-02-24,931,37.3%
2016-17,PHI,WAS,2017-02-24,87,46.3%
2016-17,TOR,BOS,2017-02-24,1060,149.2%
2016-17,CLE,NYK,2017-02-23,96,48.7%
2016-17,DET,CHA,2017-02-23,110,-31.6%
2016-17,GSW,LAC,2017-02-23,2713,88.1%
2016-17,NOP,HOU,2017-02-23,384,37.8%
2016-17,ORL,POR,2017-02-23,286,-11.5%
2016-17,SAC,DEN,2017-02-23,565,-49.2%
2016-17,CHI,BOS,2017-02-16,147,10.2%
2016-17,IND,WAS,2017-02-16,158,-32.2%
2016-17,BOS,PHI,2017-02-15,749,-13.8%
2016-17,CLE,IND,2017-02-15,70,-1.8%
2016-17,DEN,MIN,2017-02-15,30,-9.0%
2016-17,DET,DAL,2017-02-15,113,-27.7%
2016-17,GSW,SAC,2017-02-15,2728,34.9%
2016-17,HOU,MIA,2017-02-15,120,-19.9%
2016-17,LAC,ATL,2017-02-15,548,-34.6%
2016-17,MEM,NOP,2017-02-15,219,-34.9%
2016-17,OKC,NYK,2017-02-15,556,-5.5%
2016-17,ORL,SAS,2017-02-15,264,61.5%
2016-17,PHX,LAL,2017-02-15,224,16.1%
2016-17,TOR,CHA,2017-02-15,816,23.0%
2016-17,UTA,POR,2017-02-15,34,-11.6%
2016-17,CHI,TOR,2017-02-14,124,4.9%
2016-17,LAL,SAC,2017-02-14,1422,-4.1%
2016-17,CHA,PHI,2017-02-13,96,13.9%
2016-17,DAL,BOS,2017-02-13,436,-12.7%
2016-17,DEN,GSW,2017-02-13,180,222.2%
2016-17,IND,SAS,2017-02-13,225,5.1%
2016-17,MIA,ORL,2017-02-13,1366,-10.0%
2016-17,MIL,DET,2017-02-13,59,-38.2%
2016-17,PHX,NOP,2017-02-13,117,-38.1%
2016-17,POR,ATL,2017-02-13,389,-10.2%
2016-17,UTA,LAC,2017-02-13,23,33.3%
2016-17,WAS,OKC,2017-02-13,779,45.1%
2016-17,NYK,SAS,2017-02-12,216,51.0%
2016-17,SAC,NOP,2017-02-12,584,-43.7%
2016-17,TOR,DET,2017-02-12,923,43.2%
2016-17,CHA,LAC,2017-02-11,349,87.4%
2016-17,CLE,DEN,2017-02-11,43,67.5%
2016-17,DAL,ORL,2017-02-11,462,-14.2%
2016-17,HOU,PHX,2017-02-11,112,-0.7%
2016-17,IND,MIL,2017-02-11,298,27.5%
2016-17,OKC,GSW,2017-02-11,1086,388.2%
2016-17,PHI,MIA,2017-02-11,175,40.2%
2016-17,UTA,BOS,2017-02-11,44,47.1%
2016-17,DET,SAS,2017-02-10,153,37.7%
2016-17,MEM,GSW,2017-02-10,588,294.8%
2016-17,MIL,LAL,2017-02-10,123,16.4%
2016-17,NYK,DEN,2017-02-10,75,1.2%
2016-17,PHX,CHI,2017-02-10,427,21.3%
2016-17,SAC,ATL,2017-02-10,536,-41.9%
2016-17,WAS,IND,2017-02-10,645,-12.0%
2016-17,CHA,HOU,2017-02-09,120,29.9%
2016-17,DAL,UTA,2017-02-09,133,-24.9%
2016-17,OKC,CLE,2017-02-09,635,116.5%
2016-17,ORL,PHI,2017-02-09,224,-24.6%
2016-17,POR,BOS,2017-02-09,569,23.5%
2016-17,ATL,DEN,2017-02-08,122,-56.0%
2016-17,DET,LAL,2017-02-08,129,11.3%
2016-17,GSW,CHI,2017-02-08,2870,79.8%
2016-17,IND,CLE,2017-02-08,346,107.4%
2016-17,MEM,PHX,2017-02-08,151,-42.8%
2016-17,MIL,MIA,2017-02-08,89,-42.4%
2016-17,NOP,UTA,2017-02-08,120,-41.4%
2016-17,NYK,LAC,2017-02-08,91,17.5%
2016-17,PHI,SAS,2017-02-08,146,12.9%
2016-17,SAC,BOS,2017-02-08,493,-41.7%
2016-17,CHA,BRK,2017-02-07,33,3.2%
2016-17,DAL,POR,2017-02-07,166,-23.5%
2016-17,HOU,ORL,2017-02-07,50,-44.5%
2016-17,ATL,UTA,2017-02-06,63,-53.3%
2016-17,DEN,DAL,2017-02-06,17,-6.1%
2016-17,DET,PHI,2017-02-06,56,-34.6%
2016-17,IND,OKC,2017-02-06,259,19.1%
2016-17,MEM,SAS,2017-02-06,230,6.4%
2016-17,NOP,PHX,2017-02-06,110,-42.3%
2016-17,NYK,LAL,2017-02-06,127,30.5%
2016-17,SAC,CHI,2017-02-06,519,-34.5%
2016-17,TOR,LAC,2017-02-06,837,64.0%
2016-17,WAS,CLE,2017-02-06,750,145.4%
2016-17,BOS,LAC,2017-02-05,228,104.1%
2016-17,OKC,POR,2017-02-05,568,15.0%
2016-17,ATL,ORL,2017-02-04,269,-36.0%
2016-17,IND,DET,2017-02-04,244,-9.6%
2016-17,MIA,PHI,2017-02-04,1310,-6.2%
2016-17,NYK,CLE,2017-02-04,277,120.6%
2016-17,PHX,MIL,2017-02-04,276,-27.5%
2016-17,SAC,GSW,2017-02-04,1048,105.0%
2016-17,SAS,DEN,2017-02-04,772,23.7%
2016-17,UTA,CHA,2017-02-04,25,-4.0%
2016-17,WAS,NOP,2017-02-04,570,0.8%
2016-17,BOS,LAL,2017-02-03,177,44.8%
2016-17,DEN,MIL,2017-02-03,48,10.9%
2016-17,DET,MIN,2017-02-03,125,1.0%
2016-17,HOU,CHI,2017-02-03,178,78.6%
2016-17,OKC,MEM,2017-02-03,531,11.7%
2016-17,ORL,TOR,2017-02-03,175,2.0%
2016-17,POR,DAL,2017-02-03,503,6.4%
2016-17,SAC,PHX,2017-02-03,569,-38.7%
2016-17,HOU,ATL,2017-02-02,61,-10.4%
2016-17,LAC,GSW,2017-02-02,1077,208.0%
2016-17,SAS,PHI,2017-02-02,423,-23.9%
2016-17,WAS,LAL,2017-02-02,619,13.4%
