Season,GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR.1,HH RTG.1,HH SHR.1,HH IMP.1,P2+ IMP.1,NAT TV,CN TV
2014-15,756,Fri,2015-02-06,9:00 PM,7:00 PM,UTA,PHX,ROOT,150.0,1.89,3.9,17.0,,FSA,135.0,1.89,3,34,54,,
2014-15,757,Fri,2015-02-06,9:30 PM,8:30 PM,MIA,SAS,SunSpM,150.0,2.3,4.0,37.0,44.0,KENS,150.0,9.2,16,83,,ESPN,
2014-15,758,Sat,2015-02-07,7:00 PM,6:00 PM,CHI,NOP,WGN,135.0,5.4,11.0,188.0,247.0,FSNO,150.0,1.545454545,2.454545455,9.909090909,,NBA TV,
2014-15,759,Sat,2015-02-07,7:00 PM,7:00 PM,BRK,WAS,YES,150.0,0.4,1.0,26.0,29.0,CSN-W,150.0,1,2,24,33,,
2014-15,760,Sat,2015-02-07,7:30 PM,7:30 PM,GSW,NYK,CSN-BA,150.0,2.9,7.0,71.0,88.0,MSG,150.0,1.5,3,109,128,,
2014-15,761,Sat,2015-02-07,7:30 PM,7:30 PM,CHA,PHI,SSO-CHA,150.0,1.17,1.9,13.3,16.1,CSN-P,150.0,0.6,1,18,21,,
2014-15,762,Sat,2015-02-07,8:30 PM,7:30 PM,POR,DAL,CSN-POR,150.0,5.4,11.0,62.0,103.0,FSSW-DAL,165.0,2.8,5,73,104,,
2014-15,763,Sat,2015-02-07,8:30 PM,7:30 PM,BOS,MIL,CSN-NE,135.0,1.1,2.0,27.0,32.0,FSNWI,135.0,3.2,6,29,,,
2014-15,764,Sat,2015-02-07,9:00 PM,7:00 PM,SAC,UTA,CSN-S,150.0,1.8,3.0,24.0,30.0,ROOT,165.0,1.918181818,4.272727273,17.09090909,,,
2014-15,765,Sun,2015-02-08,1:00 PM,12:00 PM,LAC,OKC,,,,,,,,,,,,,ABC,
2014-15,766,Sun,2015-02-08,3:30 PM,3:30 PM,LAL,CLE,,,,,,,,,,,,,ABC,
2014-15,767,Sun,2015-02-08,6:00 PM,5:00 PM,ATL,MEM,SSO-ATL,150.0,3.7,6.0,87.0,141.0,SSO-MEM,150.0,5.37,7.6,35.1,,,
2014-15,768,Sun,2015-02-08,6:00 PM,6:00 PM,IND,CHA,FSI,165.0,3,5.0,32.0,,SSO-CHA,165.0,1.15,1.8,13.4,15,,
2014-15,769,Sun,2015-02-08,6:00 PM,6:00 PM,MIN,DET,,,,,,,FSD,150.0,2,3,36,45,,
2014-15,770,Sun,2015-02-08,6:00 PM,6:00 PM,CHI,ORL,WGN,135.0,6.2,11.0,215.0,313.0,FSFL,150.0,1.1,2,16,24,,
2014-15,771,Sun,2015-02-08,7:00 PM,6:00 PM,POR,HOU,CSN-POR,150.0,5.4,11.0,62.0,79.0,ROOT,150.0,1.8,3,42,70,,
2014-15,772,Sun,2015-02-08,7:00 PM,7:00 PM,SAS,TOR,FSSW-SA,150.0,8.8,14.0,80.0,,,,,,,,NBA TV,
2014-15,773,Sun,2015-02-08,9:00 PM,6:00 PM,PHX,SAC,FSA,150.0,2.2,3.0,41.0,60.0,CSN-S,150.0,2.1,3,29,56,,
2014-15,774,Mon,2015-02-09,7:00 PM,7:00 PM,SAS,IND,FSSW-SA,135.0,7.6,13.0,70.0,,FSI,135.0,2.9,5,32,,,
2014-15,775,Mon,2015-02-09,7:00 PM,7:00 PM,GSW,PHI,CSN-BA,150.0,2.8,7.0,70.0,95.0,CSN-P,150.0,1,1,28,38,,
2014-15,776,Mon,2015-02-09,7:00 PM,7:00 PM,ORL,WAS,FSFL,150.0,0.8,1.0,12.0,12.0,CSN-W,135.0,1.2,2,28,32,,
2014-15,777,Mon,2015-02-09,7:30 PM,7:30 PM,NYK,MIA,MSG,165.0,1.7,3.0,128.0,151.0,SunSpM,165.0,4,6,66,98,,
2014-15,778,Mon,2015-02-09,8:00 PM,7:00 PM,BRK,MIL,YES,150.0,0.5,1.0,36.0,41.0,FSNWI,150.0,2.4,4,22,,,
2014-15,779,Mon,2015-02-09,8:00 PM,7:00 PM,ATL,MIN,SSO-ATL,150.0,3.3,5.0,76.0,93.0,FSNN-MIN+,,,,,,,
2014-15,780,Mon,2015-02-09,8:00 PM,7:00 PM,UTA,NOP,ROOT,150.0,3.34,6.1,29.9,,FSNO,150.0,1.24,1.8,8,,,
2014-15,781,Mon,2015-02-09,8:30 PM,7:30 PM,LAC,DAL,FSNP,150.0,1.4,3.0,77.0,97.0,FSSW-DAL,150.0,2.8,4,72,92,NBA TV,
2014-15,782,Mon,2015-02-09,9:00 PM,7:00 PM,OKC,DEN,FSOK,150.0,8.654545455,13.09090909,61.09090909,,ASE,150.0,0.7,1,12,19,,
2014-15,783,Tue,2015-02-10,7:00 PM,7:00 PM,DET,CHA,FSD,150.0,1.9,3.0,34.0,35.0,SSO-CHA,150.0,1.27,1.9,14.6,18.8,,
2014-15,784,Tue,2015-02-10,8:00 PM,6:00 PM,HOU,PHX,,,,,,,,,,,,,TNT,
2014-15,785,Tue,2015-02-10,8:00 PM,7:00 PM,SAC,CHI,CSN-S,135.0,2.1,4.0,28.0,41.0,CSN-C,150.0,4.9,8,172,237,,
2014-15,786,Tue,2015-02-10,8:00 PM,7:00 PM,BRK,MEM,YES,150.0,0.2,,12.0,15.0,SSO-MEM,150.0,4.89,6.6,32,,,
2014-15,787,Tue,2015-02-10,10:30 PM,7:30 PM,DEN,LAL,,,,,,,TWC SN/TWC D,165.0,0.8,1,44,48,TNT,
2014-15,788,Wed,2015-02-11,7:00 PM,7:00 PM,NYK,ORL,MSG,165.0,0.8,1.0,60.0,69.0,FSFL,165.0,1.2,2,18,23,,
2014-15,789,Wed,2015-02-11,7:30 PM,7:30 PM,ATL,BOS,SSO-ATL,135.0,3.4,5.0,80.0,106.0,CSN-NE,150.0,1.4,2,34,42,,
2014-15,790,Wed,2015-02-11,7:30 PM,7:30 PM,SAS,DET,FSSW-SA,135.0,8.7,15.0,79.0,,FSD,135.0,1.8,3,32,36,,
2014-15,791,Wed,2015-02-11,7:30 PM,7:30 PM,WAS,TOR,CSN-W,150.0,1.8,3.0,43.0,49.0,,,,,,,,
2014-15,792,Wed,2015-02-11,8:00 PM,7:00 PM,SAC,MIL,CSN-S,150.0,1.5,3.0,20.0,29.0,FSNWI,150.0,3,5,26,,,
2014-15,793,Wed,2015-02-11,8:00 PM,7:00 PM,GSW,MIN,CSN-BA,150.0,3.4,8.0,85.0,111.0,FSNN-MIN,150.0,1.3,2,22,25,,
2014-15,794,Wed,2015-02-11,8:00 PM,7:00 PM,IND,NOP,FSI,135.0,3.1,5.0,33.0,,FSNO,135.0,0.933333333,1.222222222,6,,,
2014-15,795,Wed,2015-02-11,8:00 PM,7:00 PM,MEM,OKC,SSO-MEM,150.0,3.82,5.4,24.9,,FSOK,150.0,12.83,19.5,90.4,,,
2014-15,796,Wed,2015-02-11,8:00 PM,8:00 PM,MIA,CLE,SunSpM,165.0,3.8,6.0,62.0,85.0,FSO,150.0,7.5,11,110,149,ESPN,
2014-15,797,Wed,2015-02-11,8:30 PM,7:30 PM,UTA,DAL,ROOT,150.0,3.66,6.8,32.8,,FSSW-DAL,150.0,2.2,3,57,77,,
2014-15,798,Wed,2015-02-11,10:00 PM,7:00 PM,LAL,POR,TWC SN/TWC D,135.0,0.8,1.0,46.0,68.0,KGW,150.0,9.8,17,113,161,,
2014-15,799,Wed,2015-02-11,10:30 PM,7:30 PM,HOU,LAC,ROOT,165.0,1.1,2.0,24.0,35.0,FSNP,165.0,0.7,1,36,46,ESPN,
2014-15,800,Thu,2015-02-12,8:00 PM,7:00 PM,CLE,CHI,,,,,,,,,,,,,TNT,
2014-15,801,Thu,2015-02-19,8:00 PM,7:00 PM,DAL,OKC,,,,,,,,,,,,,TNT,
2014-15,802,Thu,2015-02-19,10:30 PM,7:30 PM,SAS,LAC,,,,,,,,,,,,,TNT,
2014-15,803,Fri,2015-02-20,7:00 PM,7:00 PM,NOP,ORL,FSNO,150.0,0.98,1.5,6.3,,FSFL,150.0,0.9,1,13,13,,
2014-15,804,Fri,2015-02-20,7:00 PM,7:00 PM,IND,PHI,FSI,150.0,3.3,6.0,35.0,,CSN-P,150.0,0.5,1,13,19,,
2014-15,805,Fri,2015-02-20,7:30 PM,7:30 PM,TOR,ATL,,,,,,,SSO-ATL,135.0,2.7,4,64,96,,
2014-15,806,Fri,2015-02-20,7:30 PM,7:30 PM,CHI,DET,CSN-C,150.0,1.5,3.0,51.0,69.0,FSD,150.0,2.8,5,51,68,,
2014-15,807,Fri,2015-02-20,7:30 PM,7:30 PM,MIA,NYK,SunSpM,165.0,4.6,8.0,75.0,108.0,MSG,150.0,0.9,1,63,71,,
2014-15,808,Fri,2015-02-20,8:00 PM,7:00 PM,PHX,MIN,FSA,150.0,2.2,4.0,40.0,52.0,FSNN-MIN,165.0,0.9,2,16,20,,
2014-15,809,Fri,2015-02-20,8:00 PM,8:00 PM,CLE,WAS,FSO,150.0,5.4,8.0,79.0,118.0,CSN-W,150.0,0.9,2,21,23,ESPN,
2014-15,810,Fri,2015-02-20,8:30 PM,7:30 PM,HOU,DAL,ROOT,165.0,2,3.0,47.0,62.0,FSSW-DAL,165.0,2.3,4,61,76,,
2014-15,811,Fri,2015-02-20,8:30 PM,7:30 PM,DEN,MIL,ASE2,,,,,,FSNWI,150.0,3.5,6,31,,,
2014-15,812,Fri,2015-02-20,9:00 PM,7:00 PM,POR,UTA,CSN-POR,150.0,4.3,8.0,50.0,70.0,ROOT,150.0,3.65,7,32.8,,,
2014-15,813,Fri,2015-02-20,10:00 PM,7:00 PM,BOS,SAC,CSN-NE,150.0,1,2.0,23.0,27.0,CSN-S,150.0,3.4,6,46,62,,
2014-15,814,Fri,2015-02-20,10:30 PM,7:30 PM,SAS,GSW,KENS,150.0,4.5,10.0,41.0,,CSN-BA,150.0,3.3,6,81,125,ESPN,
2014-15,815,Fri,2015-02-20,10:30 PM,7:30 PM,BRK,LAL,YES,150.0,0.3,1.0,23.0,35.0,TWC SN/TWC D,135.0,1.3,2,72,96,,
2014-15,816,Sat,2015-02-21,7:00 PM,7:00 PM,OKC,CHA,FSOK,150.0,8.25,14.7,58.2,,SSO-CHA,150.0,1.69,2.8,19.4,27.3,,
2014-15,817,Sat,2015-02-21,7:30 PM,7:30 PM,NOP,MIA,FSNO,150.0,1.86,3.0,11.9,,SunSpM,165.0,5.1,9,83,116,,
2014-15,818,Sat,2015-02-21,8:00 PM,7:00 PM,PHX,CHI,FSA,135.0,2.1,4.0,38.0,57.0,WGN,135.0,5.9,11,204,292,NBA TV,
2014-15,819,Sat,2015-02-21,8:00 PM,7:00 PM,TOR,HOU,,,,,,,ROOT,150.0,1.2,2,28,40,,
2014-15,820,Sat,2015-02-21,10:00 PM,7:00 PM,SAC,LAC,CSN-S,150.0,3,5.0,41.0,61.0,FSNP,150.0,0.8,2,42,52,,
2014-15,821,Sun,2015-02-22,1:00 PM,1:00 PM,CLE,NYK,FSOH,135.0,8.9,18.0,131.0,178.0,MSG,135.0,1.6,4,116,131,,
2014-15,822,Sun,2015-02-22,3:30 PM,2:30 PM,ATL,MIL,SSO-ATL,150.0,3.2,6.0,76.0,110.0,FSNWI,150.0,2.7,5,24,,,
2014-15,823,Sun,2015-02-22,3:30 PM,3:30 PM,WAS,DET,CSN-W,135.0,1.5,3.0,37.0,44.0,FSD,150.0,3.1,6,56,75,,
2014-15,824,Sun,2015-02-22,6:00 PM,6:00 PM,GSW,IND,CSN-BA,150.0,3.6,9.0,88.0,122.0,FSI,165.0,4.4,7,47,,,
2014-15,825,Sun,2015-02-22,6:00 PM,6:00 PM,PHI,ORL,CSN-P,165.0,0.7,1.0,21.0,29.0,FSFL,165.0,1,2,14,19,,
2014-15,826,Sun,2015-02-22,7:00 PM,6:00 PM,DEN,OKC,ASE,135.0,0.4,1.0,6.0,8.0,FSOK,150.0,9.71,13.33,68.55,,NBA TV,
2014-15,827,Sun,2015-02-22,7:30 PM,6:30 PM,CHA,DAL,SSO-CHA,150.0,0.9,1.1,10.2,12.9,FSSW-DAL,150.0,3.8,5,100,132,,
2014-15,828,Sun,2015-02-22,9:00 PM,6:00 PM,MEM,POR,SSO-MEM,180.0,5.08,6.7,33.2,,CSN-POR,150.0,4.6,7,53,86,,
2014-15,829,Sun,2015-02-22,9:30 PM,6:30 PM,BOS,LAL,CSN-NE,180.0,1.1,2.0,28.0,37.0,TWC SN/TWC D,180.0,1.3,2,73,106,NBA TV,
2014-15,830,Mon,2015-02-23,7:30 PM,7:30 PM,PHI,MIA,CSN-P,150.0,1,1.0,28.0,37.0,SunSpM,165.0,5.7,9,94,129,,
2014-15,831,Mon,2015-02-23,8:00 PM,7:00 PM,MIL,CHI,FSNWI,150.0,1.6,3.0,14.0,,CSN-C,150.0,5.5,8,190,276,,
2014-15,832,Mon,2015-02-23,8:00 PM,7:00 PM,MIN,HOU,FSNN-MIN,165.0,1.3,2.0,22.0,27.0,ROOT,165.0,2,3,46,55,,
2014-15,833,Mon,2015-02-23,8:00 PM,7:00 PM,TOR,NOP,,,,,,,FSNO,150.0,1.17,1.7,7.5,,NBA TV,
2014-15,834,Mon,2015-02-23,9:00 PM,7:00 PM,BRK,DEN,YES,135.0,0.1,1.0,38.0,41.0,ASE,135.0,0.8,1,13,18,,
2014-15,835,Mon,2015-02-23,9:00 PM,7:00 PM,BOS,PHX,CSN-NE,150.0,1.4,2.0,33.0,36.0,FSA+,,,,,,,
2014-15,836,Mon,2015-02-23,9:00 PM,7:00 PM,SAS,UTA,FSSW-SA,135.0,6.9,10.0,63.0,,ROOT,150.0,3.77,7,33.7,,,
2014-15,837,Mon,2015-02-23,10:30 PM,7:30 PM,MEM,LAC,SSO-MEM,150.0,3.67,6.2,24.0,,FSNP,150.0,1.6,2,87,115,NBA TV,
2014-15,838,Tue,2015-02-24,7:00 PM,7:00 PM,GSW,WAS,CSN-BA,150.0,2.8,8.0,69.0,84.0,CSN-W,150.0,1.6,3,38,43,,
2014-15,839,Tue,2015-02-24,7:30 PM,7:30 PM,CLE,DET,FSO,150.0,11.3,17.0,166.0,233.0,FSD,150.0,3.9,6,71,87,,
2014-15,840,Tue,2015-02-24,8:00 PM,7:00 PM,IND,OKC,FSI,135.0,2.4,4.0,26.0,,FSOK,150.0,9.166666667,13.33333333,64.66666667,,,
2014-15,841,Tue,2015-02-24,8:30 PM,7:30 PM,TOR,DAL,,,,,,,FSSW-DAL,150.0,3.8,5,99,136,,
2014-15,842,Wed,2015-02-25,7:00 PM,7:00 PM,MIA,ORL,SunSpM,195.0,4.8,8.0,78.0,121.0,FSFL,180.0,2.1,3,31,43,,
2014-15,843,Wed,2015-02-25,7:30 PM,7:30 PM,DAL,ATL,FSSW-DAL,150.0,2.6,4.0,68.0,89.0,SSO-ATL,150.0,3.2,4,74,99,,
2014-15,844,Wed,2015-02-25,7:30 PM,7:30 PM,NYK,BOS,MSG,150.0,1.2,2.0,92.0,136.0,CSN-NE,150.0,2.1,4,50,59,,
2014-15,845,Wed,2015-02-25,8:00 PM,7:00 PM,CHA,CHI,SSO-CHA,150.0,0.89,1.3,10.3,15.4,CSN-C,135.0,3.9,7,137,191,,
2014-15,846,Wed,2015-02-25,8:00 PM,7:00 PM,LAC,HOU,FSNP,165.0,0.5,1.0,28.0,36.0,ROOT,165.0,1.4,2,32,43,ESPN,
2014-15,847,Wed,2015-02-25,8:00 PM,7:00 PM,PHI,MIL,CSN-P,150.0,0.5,1.0,14.0,19.0,FSNWI,150.0,2.5,4,22,,,
2014-15,848,Wed,2015-02-25,8:00 PM,7:00 PM,WAS,MIN,CSN-W,135.0,1.1,2.0,26.0,38.0,FSNN-MIN,150.0,4.8,8,83,122,,
2014-15,849,Wed,2015-02-25,8:00 PM,7:00 PM,BRK,NOP,YES,135.0,0.2,0.0,17.0,18.0,FSNO,150.0,1.75,2.4,11.4,,,
2014-15,850,Wed,2015-02-25,9:00 PM,7:00 PM,PHX,DEN,FSA,150.0,2.2,4.0,41.0,51.0,ASE,150.0,0.7,1,11,14,,
2014-15,851,Wed,2015-02-25,9:00 PM,7:00 PM,LAL,UTA,TWC SN/TWC D,150.0,1,2.0,54.0,63.0,ROOT,150.0,3.77,7.2,34,,,
2014-15,852,Wed,2015-02-25,10:00 PM,7:00 PM,MEM,SAC,SSO-MEM,150.0,3.89,6.0,25.4,,CSN-S,150.0,2.5,4,33,39,,
2014-15,853,Wed,2015-02-25,10:30 PM,7:30 PM,SAS,POR,KMYS,150.0,2.9,6.0,26.0,,KGW,150.0,7.5,13,87,126,ESPN,
2014-15,854,Thu,2015-02-26,8:00 PM,8:00 PM,GSW,CLE,,,,,,,FSO,165.0,9,13,133,168,TNT,
2014-15,855,Thu,2015-02-26,10:30 PM,8:30 PM,OKC,PHX,FSOK,195.0,4.6,9.692307692,32.30769231,,,,,,,,TNT,
2014-15,856,Fri,2015-02-27,7:00 PM,7:00 PM,CLE,IND,FSO,150.0,7.7,13.0,114.0,168.0,FSI,150.0,3.6,7,39,,,
2014-15,857,Fri,2015-02-27,7:00 PM,7:00 PM,WAS,PHI,CSN-W+,165.0,0.9,2.0,21.0,27.0,CSN-P,165.0,0.5,1,14,19,,
2014-15,858,Fri,2015-02-27,7:30 PM,7:30 PM,ORL,ATL,FSFL,150.0,0.6,1.0,9.0,15.0,SSO-ATL,150.0,2.9,5,69,96,,
2014-15,859,Fri,2015-02-27,7:30 PM,7:30 PM,CHA,BOS,SSO-CHA,150.0,1.09,1.9,12.4,15.8,CSN-NE,135.0,2,4,49,65,,
2014-15,860,Fri,2015-02-27,7:30 PM,7:30 PM,NYK,DET,MSG,210.0,1,2.0,73.0,84.0,FSD,195.0,3.1,5,57,83,,
2014-15,861,Fri,2015-02-27,7:30 PM,7:30 PM,GSW,TOR,CSN-BA,150.0,2.8,7.0,70.0,97.0,,,,,,,,
2014-15,862,Fri,2015-02-27,8:00 PM,7:00 PM,MIN,CHI,FSNN-MIN,150.0,2.3,5.0,41.0,55.0,WPWR,165.0,4.3,8,150,206,,
2014-15,863,Fri,2015-02-27,8:00 PM,7:00 PM,BRK,HOU,YES,165.0,0.4,1.0,30.0,38.0,ROOT,165.0,2.3,4,52,84,,
2014-15,864,Fri,2015-02-27,8:00 PM,7:00 PM,LAC,MEM,FSW-LAC,165.0,0.6,1.0,34.0,53.0,SSO-MEM,150.0,3.62,5.5,23.7,,,
2014-15,865,Fri,2015-02-27,8:00 PM,7:00 PM,MIA,NOP,SunSpM,165.0,4.8,8.0,78.0,133.0,,,,,,,ESPN,
2014-15,866,Fri,2015-02-27,9:00 PM,7:00 PM,UTA,DEN,ROOT,150.0,2.54,5.0,22.8,,ASE,150.0,0.5,1,9,12,,
2014-15,867,Fri,2015-02-27,10:00 PM,7:00 PM,SAS,SAC,KENS,150.0,8.8,17.0,80.0,,CSN-S,150.0,2.7,5,36,56,,
2014-15,868,Fri,2015-02-27,10:30 PM,7:30 PM,MIL,LAL,FSNWI,150.0,2.1,5.0,19.0,,TWC SN/TWC D,150.0,1.2,2,64,90,,
2014-15,869,Fri,2015-02-27,10:30 PM,7:30 PM,OKC,POR,FSOK,165.0,6.345454545,11.90909091,44.81818182,,CSN-POR,150.0,2.9,6,33,53,ESPN,
2014-15,870,Sat,2015-02-28,7:00 PM,7:00 PM,DET,WAS,FSD,150.0,1.6,3.0,29.0,31.0,CSN-W,150.0,1.5,3,36,55,,
2014-15,871,Sat,2015-02-28,7:30 PM,7:30 PM,ATL,MIA,SSO-ATL,150.0,2.6,5.0,62.0,84.0,SunSpM,165.0,5.4,10,88,131,,
2014-15,872,Sat,2015-02-28,7:30 PM,7:30 PM,TOR,NYK,,,,,,,MSG,165.0,1.1,2,84,106,,
2014-15,873,Sat,2015-02-28,8:00 PM,7:00 PM,MEM,MIN,SSO-MEM,150.0,3.48,5.5,22.9,,FSNN-MIN+,,,,,,,
2014-15,874,Sat,2015-02-28,8:30 PM,7:30 PM,BRK,DAL,YES,150.0,0.3,0.0,21.0,31.0,FSSW-DAL,150.0,3.1,5,81,109,,
2014-15,875,Sat,2015-02-28,9:00 PM,7:00 PM,SAS,PHX,KENS,150.0,9.5,17.0,87.0,,FSA,135.0,1.4,3,25,31,NBA TV,
2014-15,876,Sat,2015-02-28,9:00 PM,7:00 PM,MIL,UTA,FSNWI,150.0,1.7,3.0,15.0,,ROOT,150.0,2.04,4.2,18.3,,,
2014-15,877,Sun,2015-03-01,1:00 PM,12:00 PM,LAC,CHI,,,,,,,,,,,,,ABC,
2014-15,878,Sun,2015-03-01,3:30 PM,12:30 PM,OKC,LAL,FSS,150.0,10.93,15.8,77.0,,TWC SN/TWC D,165.0,1.1,2,62,73,ABC,
2014-15,879,Sun,2015-03-01,6:00 PM,3:00 PM,POR,SAC,CSN-POR,150.0,4.3,11.0,49.0,60.0,CSN-S,150.0,1.7,4,23,42,,
2014-15,880,Sun,2015-03-01,6:00 PM,6:00 PM,GSW,BOS,CSN-BA,135.0,3.9,11.0,96.0,150.0,CSN-NE,135.0,3.5,6,85,133,,
2014-15,881,Sun,2015-03-01,6:00 PM,6:00 PM,PHI,IND,CSN-P,150.0,0.6,1.0,17.0,22.0,FSI,150.0,2.4,4,26,,,
2014-15,882,Sun,2015-03-01,6:00 PM,6:00 PM,CHA,ORL,SSO-CHA,150.0,1.11,1.6666666669999999,12.8,20.5,FSFL,150.0,0.8,1,11,21,,
2014-15,883,Sun,2015-03-01,7:00 PM,6:00 PM,CLE,HOU,FSO,,,,,,ROOT,,,,,,NBA TV,
2014-15,884,Sun,2015-03-01,8:00 PM,6:00 PM,NOP,DEN,FSNO,150.0,2.2,3.1,14.0,,ASE,150.0,0.3,0,4,5,,
2014-15,885,Mon,2015-03-02,7:00 PM,7:00 PM,TOR,PHI,,,,,,,CSN-P,150.0,0.6,1,17,22,,
2014-15,886,Mon,2015-03-02,7:30 PM,7:30 PM,GSW,BRK,CSN-BA,135.0,3.7,9.0,91.0,131.0,YES,150.0,0.8,1,58,80,,
2014-15,887,Mon,2015-03-02,7:30 PM,7:30 PM,PHX,MIA,FSA,180.0,1.9,3.0,34.0,62.0,SunSpM,195.0,5.9,9,97,120,NBA TV,
2014-15,888,Mon,2015-03-02,8:00 PM,7:00 PM,LAC,MIN,FSNP,165.0,1.4,3.0,75.0,102.0,FSNN-MIN,165.0,2.5,4,43,50,,
2014-15,889,Mon,2015-03-02,8:30 PM,7:30 PM,NOP,DAL,FSNO,150.0,2.31,3.5,14.8,,FSSW-DAL,150.0,2.4,4,64,71,,
2014-15,890,Tue,2015-03-03,7:00 PM,7:00 PM,LAL,CHA,TWC SN/TWC D,150.0,1.1,3.0,60.0,90.0,SSO-CHA,150.0,1.35,2.1,15.7,21.9,,
2014-15,891,Tue,2015-03-03,7:00 PM,7:00 PM,BOS,CLE,CSN-NE,135.0,1.6,3.0,40.0,43.0,FSO,135.0,8.8,13,129,170,,
2014-15,892,Tue,2015-03-03,7:30 PM,7:30 PM,HOU,ATL,ROOT,150.0,2.4,4.0,56.0,82.0,SSO-ATL,150.0,3.3,5,77,88,,
2014-15,893,Tue,2015-03-03,8:00 PM,7:00 PM,WAS,CHI,CSN-W+,150.0,0.5,1.0,13.0,18.0,CSN-C,150.0,5.7,9,200,307,,
2014-15,894,Tue,2015-03-03,8:00 PM,7:00 PM,UTA,MEM,ROOT,150.0,2.309090909,4.6363636360000005,20.54545455,,SSO-MEM,165.0,4.081818182,5.727272727,26.63636364,,,
2014-15,895,Tue,2015-03-03,9:00 PM,7:00 PM,MIL,DEN,FSNWI,150.0,2,4.0,18.0,,ASE,150.0,0.8,1,12,16,,
2014-15,896,Wed,2015-03-04,7:00 PM,7:00 PM,NYK,IND,MSG,150.0,0.5,1.0,36.0,44.0,FSI,150.0,3,5,32,,,
2014-15,897,Wed,2015-03-04,7:00 PM,7:00 PM,PHX,ORL,FSA,150.0,1.4,3.0,26.0,48.0,FSFL,150.0,1,2,15,18,,
2014-15,898,Wed,2015-03-04,7:30 PM,7:30 PM,UTA,BOS,ROOT,150.0,3.23,6.6,29.1,,CSN-NE,150.0,2.1,3,52,59,,
2014-15,899,Wed,2015-03-04,7:30 PM,7:30 PM,CHA,BRK,SSO-CHA,150.0,0.71,1.2,8.2,9.6,YES,135.0,0.3,0,21,27,,
2014-15,900,Wed,2015-03-04,7:30 PM,7:30 PM,CLE,TOR,FSO,150.0,11.1,16.0,163.0,227.0,,,,,,,,
2014-15,901,Wed,2015-03-04,8:00 PM,7:00 PM,MEM,HOU,SSO-MEM,150.0,4.7,6.2,30.6,,ROOT,135.0,2,3,47,67,,
2014-15,902,Wed,2015-03-04,8:00 PM,7:00 PM,DEN,MIN,ASE2,150.0,0.63,1.1,9.8,13.3,FSNN-MIN,135.0,1.5,3,26,32,,
2014-15,903,Wed,2015-03-04,8:00 PM,7:00 PM,DET,NOP,FSD,150.0,2.1,3.0,38.0,43.0,FSNO,150.0,2.73,3.9,17.4,,,
2014-15,904,Wed,2015-03-04,8:00 PM,7:00 PM,PHI,OKC,CSN-P,180.0,0.9,1.0,26.0,33.0,FSOK,180.0,11.96666667,17.08333333,84.41666667,,,
2014-15,905,Wed,2015-03-04,8:00 PM,8:00 PM,LAL,MIA,TWC SN/TWC D,150.0,0.8,2.0,43.0,53.0,SunSpM,180.0,5.4,8,88,124,ESPN,
2014-15,906,Wed,2015-03-04,8:30 PM,7:30 PM,SAC,SAS,CSN-S,135.0,1.6,3.0,21.0,25.0,FSSW-SA,135.0,7.3,11,66,,,
2014-15,907,Wed,2015-03-04,10:30 PM,7:30 PM,MIL,GSW,FSNWI,150.0,1.7,4.0,15.0,,CSN-BA,150.0,3.8,7,95,175,,
2014-15,908,Wed,2015-03-04,10:30 PM,7:30 PM,POR,LAC,CSN-POR,150.0,4,7.0,46.0,64.0,FSNP,180.0,1.3,2,72,111,ESPN,
2014-15,909,Thu,2015-03-05,8:00 PM,7:00 PM,OKC,CHI,,,,,,,,,,,,,TNT,
2014-15,910,Thu,2015-03-05,10:30 PM,7:30 PM,DAL,POR,,,,,,,,,,,,,TNT,
2014-15,911,Fri,2015-03-06,7:00 PM,7:00 PM,TOR,CHA,,,,,,,SSO-CHA,150.0,1.42,2.4,16.4,22.7,,
2014-15,912,Fri,2015-03-06,7:00 PM,7:00 PM,CHI,IND,CSN-C,150.0,4.1,8.0,144.0,204.0,FSI,150.0,3.3,6,36,,,
2014-15,913,Fri,2015-03-06,7:00 PM,7:00 PM,SAC,ORL,CSN-S,150.0,2.2,5.0,30.0,31.0,FSFL,165.0,1,2,15,17,,
2014-15,914,Fri,2015-03-06,7:00 PM,7:00 PM,UTA,PHI,ROOT,165.0,3.781818182,8.727272727,33.81818182,,CSN-P,150.0,0.5,1,15,18,,
2014-15,915,Fri,2015-03-06,7:30 PM,7:30 PM,CLE,ATL,FSO,150.0,10.9,18.0,160.0,242.0,SSO-ATL,150.0,5,8,116,140,,
2014-15,916,Fri,2015-03-06,7:30 PM,7:30 PM,PHX,BRK,FSA,180.0,2,4.0,36.0,52.0,YES,180.0,0.5,1,34,41,,
2014-15,917,Fri,2015-03-06,8:00 PM,7:00 PM,DET,HOU,FSD,150.0,1.7,3.0,31.0,33.0,ROOT,150.0,2.2,4,51,73,,
2014-15,918,Fri,2015-03-06,8:00 PM,7:00 PM,LAL,MEM,TWC SN/TWC D,150.0,1.3,3.0,70.0,96.0,SSO-MEM,150.0,4.75,6.8,31.1,,,
2014-15,919,Fri,2015-03-06,8:00 PM,7:00 PM,BOS,NOP,CSN-NE,135.0,2.2,4.0,53.0,65.0,FSNO,150.0,2.08,3.1,13.3,,,
