Year,Month,Team,Followers_Facebook,Followers_Twitter,Followers_Instagram,Followers_Snapchat,Followers_Weibo,Engagements_Facebook,Engagements_Twitter,Engagements_Instagram,Impressions_Facebook,Impressions_Twitter
2018,4,UTA,1677491,831086,605612,65671,675542,5884959,8155287,7221270,35140921,62738633
2018,4,WAS,1542015,864431,849168,56612,504495,1517054,1757371,4105878,14286775,21669255
2018,5,ATL,1638812,1212968,780750,67533,502440,337889,470031,773169,4779155,7747520
2018,5,BOS,9080295,3295048,2668251,223255,865358,22321986,13246188,33189607,200036750,134869617
2018,5,BRK,2725031,899269,797707,79248,2182663,99595,94207,94834,1611682,1759707
2018,5,CHA,1768482,893407,843700,62047,939309,254805,258201,419432,3669415,4249148
2018,5,CHI,18258599,4121329,3552899,274792,1752488,4696311,1266513,1751924,56741213,16116454
2018,5,CLE,8902915,3288680,6515831,539423,3487708,38740067,31157589,106806190,334835437,211121682
2018,5,DAL,4436770,1500828,771923,58664,2994850,358898,498344,285467,5775705,5312147
2018,5,DEN,2001731,809235,628391,33051,913174,828882,353795,656571,10977527,4866192
2018,5,DET,1813253,863587,710388,62908,1013956,731774,191879,331088,6480514,5057412
2018,5,GSW,11240405,5797989,8497027,671765,4168151,66436330,26212661,98567683,372530092,205495634
2018,5,HOU,9750501,2656550,2506173,178873,3460676,24637602,11388760,26091727,165106870,88420257
2018,5,IND,3318157,1141176,1236791,78786,947785,2013162,683204,981621,19386479,9261060
2018,5,LAC,3841074,1379948,1864696,112972,2848901,512029,394376,1605914,7833808,6000615
2018,5,LAL,21429494,7451571,4621666,259055,2937140,3751149,2582057,2151526,42342450,27156685
2018,5,MEM,1832239,942389,575404,42795,495665,107869,263615,149364,1809821,3963385
2018,5,MIA,15659562,4731229,2971626,151157,2281527,2698544,469032,2028136,18314420,6139878
2018,5,MIL,1645190,903094,1007779,101186,2951734,1598018,742999,1065601,11602940,11361440
2018,5,MIN,1900954,887207,1081547,57094,2836834,421077,933094,660214,4802322,9724907
2018,5,NOP,1746793,838822,932162,47548,892783,4182769,1105085,1607385,15637694,10750707
2018,5,NYK,5990958,2102734,1720733,84121,1693589,1128868,582085,1732467,10707386,6505860
2018,5,OKC,7238983,2650969,3423744,207407,1713239,560502,813917,1842131,7525311,7383371
2018,5,ORL,2785142,1596573,663819,28183,1504008,3037290,273709,582306,15821628,3085579
2018,5,PHI,1700452,1541307,1144786,69200,1252245,2570631,4636257,4856678,17783978,34781826
2018,5,PHX,1911088,1002173,740651,55462,521770,1277559,817699,926654,10617569,8794801
2018,5,POR,2436163,1152617,1022252,87029,573420,948345,431934,745649,7718144,4881053
2018,5,SAC,5908675,998693,748487,49427,952708,1894632,922521,988461,18064678,11840555
2018,5,SAS,7191950,3376148,2142482,165516,2456788,4080204,1169077,2602634,35778416,12259614
2018,5,TOR,2290675,1718880,1374401,99642,4014816,1370136,3190266,5689850,10264782,30980015
2018,5,UTA,1763943,846152,622427,68235,676185,3892000,2832268,4025958,20085410,25873894
2018,5,WAS,1540261,871535,853818,58267,500940,359490,413694,722209,3859307,4961167
2018,6,ATL,1636200,1216084,797880,84956,500533, ,898788,1924832,8592187,12912316
2018,6,BOS,9077022,3319884,2798830,231952,868300,4571820,2074635,4435407,47031136,21418197
2018,6,BRK,2721000,906845,814585,80757,2187532,194649,322583,545322,4091432,5346167
2018,6,CHA,1765701,897418,851117,63230,938032,382395,627568,764148,6369482,8607671
2018,6,CHI,18215962,4130119,3633916,280210,1750000,3703917,1699198,4123187,72471788,26699690
2018,6,CLE,8960188,3341291,6804854,560165,3513901,11954443,11393506,32121650,126313868,87948189
2018,6,DAL,4433043,1510708,800100,60089,3032615,2236189,2126450,1533892,17958877,17589844
2018,6,DEN,1999343,818171,639451,33817,910700,1094015,1681446,1004038,14942340,14248513
2018,6,DET,1810801,867645,718310,64670,1010000,754363,512799,443283,8054699,8769917
2018,6,GSW,11369193,5897553,8991347,697948,4219483,51429556,27751205,70411446,292586380,190130332
2018,6,HOU,9949847,2688966,2604281,183671,3464854,3897203,1741127,7170078,37045066,17931665
2018,6,IND,3312649,1148068,1260502,79954,946200,1315847,782893,1143026,13480611,10487940
2018,6,LAC,3833082,1386479,1879565,113680,2844019,820303,1436453,2320473,11013264,10828270
2018,6,LAL,21399964,7465504,4754235,265660,2980000,2377549,2980676,4869138,52765746,42510846
2018,6,MEM,1829661,951021,581387,43403,492800,155487,331653,394625,2728121,7011523
2018,6,MIA,15623380,4735620,2989270,152419,2280538,2260036,1475599,2096531,21383097,15002766
2018,6,MIL,1643435,912779,1037960,102666,2947185,1208412,988297,1532178,10859517,12321832
2018,6,MIN,1898151,895781,1109026,57950,2830000,586395,1078530,1315048,6884511,11274661
2018,6,NOP,1747125,848737,954475,48606,891800,126849,176838,315906,1648225,3292288
2018,6,NYK,5978550,2114028,1746335,85850,1692264,1290425,1165078,2818807,18452332,13720007
2018,6,OKC,7225206,2666752,3470018,208842,1712758,244288,515126,1286185,4190793,6091831
2018,6,ORL,2782166,1597308,674041,28929,1500000,2410944,532065,1004587,14709908,5475720
2018,6,PHI,1702455,1556763,1199839,71063,1253481,1537740,2951106,2248994,15354051,25187833
2018,6,PHX,1909261,1014982,762442,58358,521100,1115955,1440227,2001888,11930671,13872016
2018,6,POR,2431365,1156447,1035732,87694,572981,1050122,688344,1055587,10443632,8367302
2018,6,SAC,6141886,1003369,766190,50468,959555,2786760,2720164,1613396,24752395,18206456
2018,6,SAS,7180952,3394527,2189559,166623,2460000,3758729,2421621,4169702,42367426,24616270
2018,6,TOR,2288264,1723185,1390651,100460,4004526,608758,720834,768218,4166171,7163732
2018,6,UTA,1826533,854349,633960,71274,677170,681171,1279813,1338818,5874349,13866838
2018,6,WAS,1537679,879407,857284,59915,497423,394717,702900,621655,4562999,9816978
2018,7,ATL,1633721,1204342,815180,86181,500329,630189,1621992,2023638,9572998,16659461
2018,7,BOS,9063394,3248951,2900976,235000,866692,2696559,2306441,6769550,34694446,28866980
2018,7,BRK,2712620,891884,829550,81418,2184472,168308,818026,372329,5057244,7329208
2018,7,CHA,1763791,888839,860656,63891,937113,432471,1036416,1228799,6716636,13382816
2018,7,CHI,18164187,4043539,3693619,282313,1750192,4939799,2342217,4049261,73666641,32022841
2018,7,CLE,8889489,3273943,6723662,555378,3517892,3296798,4707027,16076070,54390203,38932732
2018,7,DAL,4424810,1488165,822935,60610,3062196,1310960,1971335,2034562,14427740,13251465
2018,7,DEN,1996495,810379,654132,34205,909500,1533748,1962202,1246975,16133061,16195420
2018,7,DET,1809553,857042,728725,65334,1012454,1562969,606494,933208,12422712,10591016
2018,7,GSW,11355363,5861979,9217849,699762,4233180,16041530,6018172,14544145,144350312,64371767
2018,7,HOU,10126532,2675804,2673062,184978,3480606,3283380,1934199,5577226,25912877,16561697
2018,7,IND,3305006,1135088,1277424,80531,944892,768759,797862,994457,10736289,10321657
2018,7,LAC,3822789,1363773,1892467,114134,2840351,811160,911104,2060575,11137643,10046591
2018,7,LAL,21513340,7262203,5366057,276271,3040055,14232498,15067597,14609848,159453816,140016125
2018,7,MEM,1827779,946388,590412,43835,490484,326988,1635395,801837,5980676,16299215
2018,7,MIA,15579614,4599998,3003937,152910,2277858,4421640,1297035,3929380,39389007,13540016
2018,7,MIL,1643653,910353,1067340,103236,2945495,1799792,1891146,2182792,16575822,19689007
2018,7,MIN,1894865,889343,1134631,58393,2833340,1275186,1970981,2204490,10836038,15102865
2018,7,NOP,1745464,846099,972142,48972,890407,214003,458563,476058,3037335,6337513
2018,7,NYK,5964651,2070131,1772726,87533,1691396,1952200,2480160,5127269,20076246,17947851
2018,7,OKC,7205527,2625960,3509182,210002,1711167,990114,1623318,3053912,9623262,12417195
2018,7,ORL,2778488,1470232,684589,29341,1501244,2975478,837080,1110813,17780790,7297837
2018,7,PHI,1701515,1549854,1247639,71931,1253162,1872631,3552703,5077109,17505318,32176443
2018,7,PHX,1907471,1003005,785357,59684,520566,955785,2062622,2683368,11766089,18293294
2018,7,POR,2425863,1143466,1052247,88040,571852,1910128,1751085,2947990,20710811,23444631
2018,7,SAC,6391030,993398,783430,50806,962545,3554609,2395870,1648098,27319460,18108996
2018,7,SAS,7170729,3364501,2233037,167302,2464075,7160619,5523156,7136868,84330353,51141179
2018,7,TOR,2288414,1707451,1422647,100971,3997487,1330073,3892876,4939214,13757692,26152651
2018,7,UTA,1822926,848883,645133,72691,676602,980279,2500814,1984380,8080739,29002315
2018,7,WAS,1534813,875147,867278,61377,496712,1418485,1582645,2883216,11448667,17263230
2018,8,ATL,1633721,1205911,828062,87104,861668,215690,1342505,983011,5690183,17551765
2018,8,BOS,9063394,3258167,2974616,240186,1308041,411028,419595,1395247,14496399,10234135
2018,8,BRK,2712620,895444,842516,82013,2308725,31472,143074,63814,1591400,2794697
2018,8,CHA,1763791,891208,867348,64565,1303876,121805,231560,601703,2631991,3927828
2018,8,CHI,18164187,4044368,3748846,284767,1829371,989136,723667,2045800,25013248,10833644
2018,8,CLE,8889489,3266992,6775777,547316,3688506,1252943,1463809,4019092,27187908,15678114
2018,8,DAL,4424810,1490474,840400,61141,3113997,314310,765755,1551140,7548372,8899646
2018,8,DEN,1996495,814211,663667,34631,1265729,752766,938013,1038935,13333909,9437125
2018,8,DET,1809553,859468,735222,66112,1236275,856680,684271,910307,6969373,8265267
2018,8,GSW,11355363,5870213,9422507,702007,4479920,8703106,3896881,4069721,97460281,38260261
2018,8,HOU,10126532,2691062,2732827,188492,3896489,4217412,2150456,6306429,37825742,18099409
2018,8,IND,3305006,1138640,1296078,81440,1280130,582961,284454,693214,9213579,4890784
2018,8,LAC,3822789,1367579,1905504,114599,2920948,312385,368196,637281,4244710,4559571
2018,8,LAL,21513340,7293176,5674544,284410,3530617,7004039,3643992,9998647,90074102,45400822
2018,8,MEM,1827779,951097,594226,44332,712055,115012,602750,377596,2212184,8480378
2018,8,MIA,15579614,4600696,3014110,153506,2513302,2189771,992124,2539292,21629633,10244843
2018,8,MIL,1643653,916350,1090814,103878,3004635,1103895,774829,1200910,15084195,12474948
2018,8,MIN,1894865,893257,1162263,59027,2909081,374338,1454876,750413,5532331,11506940
2018,8,NOP,1745464,852281,987365,49734,1251769,56510,259541,678925,1858359,3771004
2018,8,NYK,5964651,2074025,1797954,88910,1813597,1170774,949296,3675980,16697724,8797210
2018,8,OKC,7205527,2633127,3541725,211876,1991875,679151,715720,2086157,11369409,6396737
2018,8,ORL,2778488,1470643,689373,29761,1791535,3342983,280931,768464,15776253,3768058
2018,8,PHI,1701515,1556355,1288077,73101,1522550,793210,1457260,1898938,9978489,13241676
2018,8,PHX,1907471,1007256,804054,60048,738988,458236,678881,1072850,6013431,9322251
2018,8,POR,2425863,1145702,1069304,88264,811414,701079,640048,1367332,8548308,7345583
2018,8,SAC,6391030,995025,794463,51062,1326513,1517665,964096,636447,16373297,9084975
720,8,SAS,7170729,3371162,2283736,168092,2830234,6760076,3756623,5879333,75388320,28264745
2018,8,TOR,2288414,1709907,1448703,101398,3991059,262315,496572,675140,3430439,5444216
2018,8,UTA,1822926,854799,652072,73952,920996,954284,1364830,740626,10137693,13437163
2018,8,WAS,1534813,880207,874280,62313,741539,537858,596345,1727204,6280935,7001534
